user_id,timestamp,domain,ip_dst,port,protocol,duration,bytes_sent,bytes_received,vpn_usage,is_fraud,extra_column
(416)385-5553x46764,2025-04-10 23:53:15,hamilton.com,78.43.199.201,43976,UDP,2769,3383,4482,True,True,
794-707-6920x74853,2025-01-07 21:45:15,thomas.net,92.223.7.114,33147,TCP,119,844,4936,False,True,
+1-839-282-7747,2025-01-11 05:23:58,moore-hammond.net,125.82.188.1,52507,TCP,2728,2577,841,True,True,
378-713-7553x391,2025-02-10 06:02:21,taylor.com,71.109.149.69,23477,TCP,2448,2799,1968,True,,
320.466.8377x89252,2025-02-28 08:50:22,escobar-taylor.org,60.26.171.8,25621,UDP,2779,2901,4241,False,False,
001-574-489-7652,2025-01-10 04:30:27,stanley.com,203.147.194.141,50158,UDP,374,2231,3580,True,True,
001-379-554-3435x73715,2025-01-30 23:37:43,stanley-burnett.com,64.12.117.62,62344,TCP,486,4739,1838,True,False,
(524)516-2906,2025-02-22 16:28:15,clark.com,134.31.26.234,23689,UDP,852,1033,236,False,,
631-218-7583,2025-02-20 05:59:40,bowers-obrien.org,216.20.216.79,65100,UDP,205,1541,981,True,,
(848)672-9027x3612,2025-01-08 03:02:57,lambert.com,93.84.24.115,6664,UDP,1452,4260,4596,False,False,
620.322.8744x5985,2025-01-26 21:58:15,gonzalez.org,107.44.237.184,18388,TCP,373,4375,328,False,True,
+1-296-217-2272,2025-03-24 11:11:05,burgess.info,221.179.239.136,21397,TCP,3231,4622,1210,False,,
920.612.4963,2025-04-07 23:52:53,martin.org,39.215.220.180,49013,TCP,3486,2482,761,True,,
(559)812-3825x781,2025-04-13 15:29:06,fisher-whitaker.com,177.52.113.44,60059,UDP,1232,2610,4559,True,False,
4136930599,2025-03-06 07:30:50,ortega.com,198.11.104.135,25147,UDP,2042,3576,2232,True,,
682-450-9986x77045,2025-03-10 12:42:14,anderson.com,118.28.134.209,30469,UDP,3020,4599,4981,True,False,
(713)573-7649,2025-02-04 08:25:41,russo.com,7.94.65.135,48577,UDP,2365,4595,2687,True,,
001-916-507-9073,2025-02-05 17:16:12,watkins.org,206.117.114.238,22536,UDP,2916,2912,225,True,True,
652.733.4929,2025-02-16 06:49:02,gibson-brown.net,196.84.151.176,48962,TCP,1518,635,4141,False,,
001-219-517-4913,2025-01-19 12:54:53,king-carroll.com,15.29.210.1,19013,UDP,2545,725,2197,False,True,
001-475-335-1700x021,2025-01-08 07:26:28,williams-le.com,149.254.20.28,33823,TCP,3327,2511,4776,False,,
956-262-0427,2025-02-26 06:02:42,bailey.com,205.30.133.4,36152,TCP,670,4647,809,False,True,
653.971.2728x7766,2025-04-03 07:42:15,navarro.com,36.55.70.173,16704,TCP,3585,2474,733,False,True,
+1-453-444-7885,2025-04-17 23:24:43,mendez.com,151.22.185.126,50949,TCP,3111,2920,4018,False,False,
+1-688-681-9580x09686,2025-02-07 23:02:38,henson.com,158.195.209.178,42148,UDP,467,3518,1099,True,,
+1-460-424-1679x40484,2025-04-04 17:46:14,fields-garcia.org,215.128.196.124,53015,UDP,2489,2238,457,False,,
+1-648-603-9425x56194,2025-02-14 13:31:53,chambers-austin.org,190.201.104.65,17704,TCP,84,934,132,True,True,
+1-387-612-1827x900,2025-02-28 09:38:31,miller.com,117.119.165.160,57600,TCP,962,1449,717,False,,
001-908-254-9563x5216,2025-01-22 03:12:40,scott.com,221.177.170.155,15716,TCP,3257,4556,3325,True,,
304.508.9423,2025-01-23 06:13:55,aguirre-cole.net,59.21.238.231,55911,TCP,3003,644,552,False,False,
579.516.0019x3987,2025-02-07 07:40:42,phillips.com,134.111.42.184,20173,TCP,726,1998,4708,True,True,
(912)612-3567,2025-02-04 23:21:39,martinez-hernandez.com,115.147.222.190,30076,UDP,984,1548,4020,False,False,
210.218.7827x96261,2025-01-26 03:32:26,perez.com,200.240.106.216,20150,UDP,3215,2956,3409,True,False,
896-390-2372x4795,2025-01-21 18:05:57,cantrell.info,148.101.85.47,12622,UDP,476,3025,1780,True,,
(591)727-3169x54601,2025-03-07 04:01:42,lutz-stafford.com,42.244.141.59,53442,UDP,2850,4551,3451,True,,
873-388-7407x88494,2025-04-05 00:09:19,johnson.org,42.72.105.142,50709,UDP,2123,1850,3315,False,False,
5776806644,2025-03-18 13:16:44,williams.info,223.196.162.59,33476,UDP,2879,785,2570,False,,
+1-751-501-8672x04255,2025-02-03 11:57:24,johnson.com,139.120.204.102,27687,UDP,2899,4499,2463,False,,
7524620714,2025-02-10 07:18:50,logan.com,208.199.2.220,13759,TCP,580,1841,4809,False,True,
600.398.7229x071,2025-02-28 06:44:49,adams.org,89.36.20.117,52541,UDP,3335,178,2625,False,False,
710.372.4682x9933,2025-04-09 05:23:40,townsend-baker.com,132.14.228.50,38978,UDP,3074,4542,1500,True,False,
+1-299-518-9809x9320,2025-01-06 06:54:41,armstrong.com,126.255.229.68,57483,UDP,2112,4320,1943,True,,
001-972-495-2247x8029,2025-02-10 12:46:32,lee-mccullough.com,101.229.169.28,29285,UDP,1656,3330,2884,True,,
(620)238-4799,2025-02-01 15:43:24,simmons.com,76.191.29.69,46865,UDP,533,602,4956,True,True,
001-215-380-4161x29746,2025-01-11 03:10:30,jones.com,20.42.105.20,64568,TCP,2214,1732,3164,True,False,
+1-713-750-0749x34806,2025-01-26 21:06:25,jordan.info,93.140.230.25,39381,UDP,2835,4814,3514,True,True,
+1-752-665-8249x740,2025-02-15 23:36:15,turner.com,35.170.165.128,59276,TCP,3313,4272,3908,False,False,
464-791-8432x670,2025-01-06 16:41:16,miller.biz,40.252.116.188,1555,UDP,1933,3425,2177,True,,
(659)541-2832,2025-03-12 20:29:03,hood-walker.com,148.244.145.232,55684,UDP,1298,715,2129,False,True,
(736)929-3110x193,2025-02-20 02:20:17,reyes-lopez.com,191.111.203.31,30235,TCP,3208,1913,4462,False,,
(971)918-8242x10347,2025-03-05 14:35:47,crawford.com,88.20.217.196,41555,UDP,2405,3198,4617,True,,
434-635-0446x59495,2025-03-27 00:27:07,jimenez.info,172.7.207.45,28853,TCP,1728,4621,1287,True,True,
765-242-6962x15348,2025-01-06 13:42:48,rivera.com,101.153.52.0,26103,TCP,1131,1724,3916,True,,
530.253.3122x22783,2025-04-28 13:14:09,perry.com,171.125.64.221,64698,TCP,3525,4950,998,False,,
(691)533-6407x829,2025-02-05 17:25:27,willis.com,16.122.197.170,29722,TCP,3522,2024,2460,True,False,
+1-270-477-7797x97217,2025-04-22 13:43:03,craig.biz,62.108.167.20,58590,UDP,1844,2323,976,False,True,
001-415-629-7318x8059,2025-03-05 04:55:22,huff-snow.com,27.136.139.221,29128,TCP,2601,1230,1354,False,True,
468-433-1765x70926,2025-03-05 18:31:51,lopez.com,39.89.168.10,58510,TCP,1274,819,2089,True,False,
3114448828,2025-03-23 14:26:06,david.com,209.213.96.72,25810,TCP,3549,1176,2560,True,,
4544359041,2025-04-27 21:48:46,pierce-smith.com,3.69.32.112,44652,TCP,2218,3350,413,True,True,
6642070140,2025-03-12 20:11:19,davila.com,136.108.69.142,29959,TCP,1729,1716,1716,True,,
001-203-598-9406x95870,2025-02-21 23:50:23,barber-graham.com,120.182.250.88,47768,UDP,1466,1835,3706,True,,
743-568-5786x8040,2025-03-12 08:28:21,foster.com,185.10.183.7,32680,UDP,470,2727,3531,True,,
+1-289-264-9184x52431,2025-01-28 13:25:59,johnson.com,219.137.95.213,32714,UDP,2460,4668,4121,False,,
418-913-9667,2025-04-24 05:50:46,escobar.com,121.76.237.38,38970,TCP,1606,2642,4164,False,False,
+1-454-415-9263x946,2025-02-17 02:35:34,fernandez.com,137.60.77.189,29045,TCP,1713,3809,4765,True,,
(801)364-8030x68266,2025-01-19 15:36:16,larsen-short.com,206.210.71.178,10586,TCP,309,600,3997,True,False,
534.429.1576x7242,2025-03-03 06:10:56,owens.com,186.209.207.176,7671,TCP,1080,2883,2066,True,False,
208-561-7765x1539,2025-03-25 16:14:25,jennings.info,145.47.35.9,4540,TCP,2611,3389,4387,True,False,
+1-644-341-5893x1291,2025-02-27 00:44:17,fisher.com,215.220.37.29,21138,UDP,3090,2231,4878,True,False,
(234)778-9827x410,2025-02-16 08:23:08,savage.com,155.234.165.227,20717,UDP,1052,3861,1556,False,True,
254.847.1619,2025-01-12 13:53:54,gordon.com,182.157.163.46,59650,UDP,749,4804,2114,False,True,
001-467-977-2609x0213,2025-04-09 08:10:44,smith.com,137.100.139.95,53703,TCP,1211,153,2830,True,,
673-900-3786x5982,2025-02-21 09:52:33,bautista.info,36.250.162.76,11279,UDP,2876,1153,2257,True,True,
469.269.2248,2025-03-25 10:17:39,quinn.biz,33.178.40.87,28657,TCP,3022,4730,4574,True,,
+1-515-681-4959x5012,2025-03-13 11:39:16,hayden-garcia.net,144.240.96.32,23137,UDP,1736,2380,2835,False,,
712.300.0127x3772,2025-01-15 02:34:09,keith-oneill.com,100.144.106.150,58930,UDP,1520,4930,3958,False,False,
510.601.1444x1243,2025-03-26 18:27:30,bridges-baxter.org,93.99.112.187,7065,TCP,798,2251,2988,True,True,
(753)727-8657x33012,2025-01-15 04:14:47,castro.net,54.228.8.216,23655,TCP,1245,2462,1839,True,False,
(641)285-5326,2025-03-18 14:19:50,crawford.info,81.248.107.85,62302,UDP,1627,1937,805,True,False,
412.949.8373x1077,2025-03-30 12:52:00,mitchell.com,140.142.158.70,24288,TCP,1389,3183,4266,False,True,
(848)545-7359,2025-01-06 09:07:28,brown-carter.com,29.84.114.144,23296,UDP,3075,288,2575,False,True,
(916)357-0542x145,2025-01-06 11:59:08,butler.com,193.71.112.88,15877,TCP,593,207,2298,True,False,
465-551-6187x42419,2025-04-09 23:16:44,hamilton.net,150.254.192.222,61969,TCP,1941,4808,4616,False,False,
001-646-981-8721,2025-04-15 18:58:06,cruz-mcgee.com,204.223.234.90,10055,UDP,2018,729,2230,True,False,
+1-867-690-2336,2025-02-03 01:59:05,powell-hamilton.com,98.143.214.182,26556,TCP,1698,4516,1813,False,False,
+1-847-911-5734x639,2025-03-08 09:25:44,perez.com,209.36.220.183,33057,TCP,2345,1330,509,True,,
510-419-5489x73426,2025-01-28 14:06:59,garcia-chen.net,138.14.188.145,42706,TCP,2396,1726,1664,True,True,
(411)296-4948x89001,2025-01-07 02:43:49,hernandez.org,155.120.198.164,64523,UDP,2324,1789,2400,False,False,
382.454.6326x021,2025-02-01 04:29:27,owens.info,187.84.137.40,3158,UDP,2672,3107,270,True,,
+1-715-355-3708,2025-02-02 05:21:10,obrien.com,133.209.72.92,61901,TCP,2452,1567,4231,False,False,
614.330.8450x14475,2025-03-05 00:38:55,campbell.com,82.73.60.27,1795,TCP,688,1766,2617,False,False,
593.581.4143,2025-03-16 00:41:22,delgado.biz,86.73.22.3,52305,TCP,464,1356,640,True,False,
+1-707-267-0572x21444,2025-04-25 22:32:19,chang.org,161.24.13.140,11504,UDP,1630,1377,1508,False,True,
774-876-7341x1759,2025-01-08 17:46:31,mcbride.biz,57.251.159.11,5067,UDP,1324,1635,2905,True,False,
491.270.4695,2025-03-21 00:00:01,king.biz,69.115.77.217,29717,UDP,756,562,4138,False,True,
516-318-4524,2025-01-30 21:47:39,bender.com,76.193.225.34,33457,TCP,301,3277,2751,True,True,
(373)300-7274x413,2025-02-28 19:20:27,mccarthy-carpenter.com,154.21.255.81,46496,TCP,1755,2352,1400,True,True,
(848)348-4360x3306,2025-03-11 20:00:06,lopez-johnson.com,218.76.80.73,65213,UDP,3477,2691,1784,True,,
+1-709-497-8140x510,2025-01-23 07:29:52,bonilla.com,97.49.12.72,53397,UDP,2538,4455,4108,False,False,
+1-735-730-9668x187,2025-01-06 17:51:48,cooper.com,5.181.109.30,61700,TCP,1380,2718,3838,False,False,
353.527.4149x3593,2025-04-02 23:57:17,lane-vance.com,32.202.150.40,41884,UDP,264,694,2737,True,True,
793.455.9874,2025-02-26 17:11:19,wyatt.com,88.119.155.243,27136,TCP,115,2380,1606,False,False,
(876)638-1133x1799,2025-02-07 06:23:37,jordan.com,185.155.75.43,32715,TCP,1615,2681,2534,False,True,
312-538-1892x53168,2025-01-21 10:02:41,vance.com,109.165.221.62,33874,TCP,2400,1708,4323,False,False,
(779)332-2136x18097,2025-02-06 19:40:56,brown-west.org,206.27.229.170,32578,UDP,2333,2564,2493,True,False,
(910)503-0590x295,2025-02-10 00:50:56,hamilton.net,205.252.255.251,32130,TCP,1864,616,3122,False,True,
+1-624-970-6824x01388,2025-01-24 16:30:10,johnson-meyers.com,68.200.241.73,59413,TCP,1230,2897,822,False,,
463-456-4687,2025-02-12 15:33:12,bernard-hicks.com,206.43.237.240,47563,UDP,2163,3374,1806,True,False,
001-595-571-9076x5997,2025-02-17 04:56:33,davis.org,182.178.202.207,40130,TCP,213,3984,1115,False,True,
744.536.0713,2025-02-15 14:59:59,anderson.com,31.168.131.171,26071,TCP,747,250,4519,True,True,
+1-573-299-5690,2025-01-02 07:36:26,gibbs.com,42.102.45.169,65482,UDP,2452,669,4461,False,,
(830)357-8056x63793,2025-01-26 06:36:46,mcclain-porter.com,71.179.225.142,6199,TCP,2058,3273,404,True,,
7834620116,2025-02-18 01:48:36,bell.com,43.153.85.250,58702,TCP,1432,1217,2046,True,False,
473-224-5514x21073,2025-01-08 14:55:31,vincent.net,107.2.193.238,20521,TCP,2972,4728,3241,False,True,
(453)715-8375x999,2025-03-22 03:36:17,meadows.biz,137.99.30.80,36583,UDP,1226,4782,2746,True,True,
(394)401-6892x5918,2025-04-11 03:26:13,estes-wolf.com,96.72.38.183,18367,TCP,1953,1204,480,True,,
(217)642-7510x4246,2025-01-06 11:26:42,warner-lee.com,218.6.232.139,38210,TCP,46,679,666,True,,
914.599.9513x716,2025-04-05 10:30:54,gutierrez-garcia.com,135.59.214.86,7952,TCP,2631,2879,1651,False,,
515.873.7262x844,2025-02-21 11:49:57,butler.com,164.176.158.102,4751,TCP,2977,1023,3115,False,,
(825)405-7276x6637,2025-03-02 20:51:48,riggs.com,183.240.87.94,21129,UDP,2120,2157,662,False,True,
+1-782-277-2156x8739,2025-04-14 01:23:14,dudley.info,180.118.101.225,50493,TCP,2213,2210,2000,True,True,
545-780-3728x367,2025-01-12 05:10:28,russell.com,51.8.215.185,21488,TCP,2235,1100,2781,True,False,
(762)256-3399x23148,2025-03-23 10:31:54,davidson.net,169.139.184.21,31542,UDP,1552,1133,4614,True,True,
(946)404-4634x35077,2025-01-11 04:22:27,martin.com,192.138.161.37,61546,TCP,1760,1750,3148,True,,
(300)689-8570x7994,2025-04-02 19:30:08,gates.com,34.72.243.123,50766,UDP,1134,2212,131,False,,
(406)460-6730,2025-01-13 11:51:54,valenzuela-romero.com,186.5.151.245,24574,TCP,2397,1949,4866,False,False,
+1-895-416-4122x069,2025-03-15 16:00:56,clark.com,202.64.71.246,40368,UDP,1988,3045,4774,False,False,
+1-963-354-9592x64076,2025-01-06 13:50:23,rhodes.org,3.117.225.198,38231,UDP,389,1478,301,False,False,
001-256-202-4489x9082,2025-04-17 21:31:33,adams.com,28.178.73.161,36066,UDP,2709,678,2158,False,True,
741-592-9016,2025-03-15 09:25:04,hughes.net,96.41.186.198,58164,UDP,3046,3876,1044,True,True,
683.747.0586x92690,2025-01-03 07:27:11,reed.com,135.122.94.48,48767,TCP,427,3892,3258,False,,
952-945-8426,2025-03-08 08:42:43,cohen.com,188.12.190.135,50024,TCP,1553,864,4983,True,,
+1-809-974-1553x4632,2025-03-28 02:49:34,chapman.com,111.75.101.184,40192,UDP,3083,2412,4892,False,,
+1-768-415-6978x010,2025-03-26 14:32:15,garner.com,103.75.94.100,50277,TCP,590,3442,3722,True,True,
908-988-1792,2025-02-13 20:45:16,avila.com,176.55.28.220,28953,UDP,1615,1830,2817,True,False,
(345)609-5864,2025-03-20 23:14:58,henry.com,213.205.204.4,22817,UDP,602,158,1052,True,False,
+1-997-699-3969,2025-04-24 04:20:13,patterson.com,193.242.133.196,56256,UDP,1294,3075,3931,False,True,
2333723910,2025-01-18 02:12:47,buck.com,169.139.90.61,61005,UDP,1828,2694,521,False,,
(910)727-0827x8450,2025-01-10 21:42:30,reyes.com,141.6.14.150,60059,TCP,1249,2885,2458,True,,
001-878-492-7970x1659,2025-01-26 20:39:42,carlson.com,202.5.60.223,55721,UDP,1565,4102,3746,True,False,
+1-733-340-3366,2025-04-19 10:34:59,leonard.info,12.172.32.49,56170,TCP,1818,2497,759,True,False,
445.299.6985x16874,2025-02-02 02:51:08,harmon.com,222.152.63.226,44217,UDP,1540,534,2284,False,,
271-456-3755,2025-02-18 14:25:39,harrison.org,46.177.152.252,56326,UDP,1640,1984,1763,True,,
538-471-9164x53265,2025-02-25 08:07:45,clark-glenn.com,47.82.178.101,14282,UDP,168,1223,269,True,True,
+1-775-290-2284x859,2025-02-05 23:22:54,boyd.net,88.142.5.51,8127,UDP,1863,3769,3076,False,,
2262607046,2025-03-20 04:06:00,moore-sanders.com,161.108.119.217,18014,TCP,899,2264,1726,False,,
+1-842-754-9840x21070,2025-03-25 01:06:33,gonzalez.com,47.99.157.13,59558,TCP,1890,2322,1459,False,,
593.406.8257,2025-04-04 21:33:09,rodgers-davila.com,170.190.12.25,59210,UDP,3344,2039,4847,False,False,
2012866215,2025-03-02 02:56:24,lozano-yates.com,106.232.70.122,8043,TCP,551,3691,506,True,True,
(223)941-9504x374,2025-01-29 08:39:00,hopkins.org,174.48.8.139,57763,TCP,370,3448,4110,True,True,
(277)267-7825,2025-01-24 23:20:12,figueroa-hall.com,61.91.241.56,42805,TCP,2416,4095,2418,False,True,
416-738-8401,2025-02-15 00:56:30,carter-jones.net,206.142.106.21,37286,UDP,3198,2155,1544,True,,
784.409.6542,2025-04-11 01:53:36,mayo.com,93.21.184.57,65284,UDP,2004,3594,1961,True,,
4992515838,2025-02-02 07:42:08,sawyer.org,176.99.198.155,49913,UDP,2161,3794,1821,False,True,
4623808495,2025-02-14 19:03:31,robertson-goodwin.com,217.237.225.189,33276,UDP,3004,1011,2496,True,True,
+1-454-689-2043x4662,2025-02-12 01:41:54,bryant-herring.net,74.19.123.29,9623,TCP,957,2188,1088,False,True,
001-510-392-1606,2025-02-14 15:52:40,mendez-shah.org,179.120.18.110,29320,TCP,860,2312,4742,False,False,
2515794620,2025-01-28 01:48:23,hess-johnson.com,218.190.203.196,18043,UDP,2926,4542,4618,True,False,
(588)284-9914x1846,2025-03-20 11:44:05,warner.net,214.188.254.154,31056,TCP,2080,2522,4252,True,,
+1-758-240-1704x947,2025-04-01 13:25:47,jacobs.net,67.170.93.84,41004,TCP,1827,2922,686,True,False,
(500)745-6211,2025-01-28 08:40:05,roberson.com,153.84.168.126,25548,TCP,366,1933,4653,True,,
425-833-5935x0013,2025-01-25 00:26:23,dixon-tucker.net,61.225.1.170,58272,UDP,3252,3486,2015,False,,
(822)573-7870x0305,2025-03-03 17:37:16,wright.com,157.72.231.78,56652,UDP,2637,3304,1043,False,False,
001-827-304-6942x526,2025-04-09 22:52:10,tanner.net,103.187.151.224,52818,UDP,1435,286,391,True,,
780-758-0632x70752,2025-01-04 14:11:17,taylor-jackson.com,79.58.183.166,25885,UDP,2878,1220,1969,False,False,
(200)348-8460,2025-02-10 09:48:10,mcgrath-briggs.com,6.136.4.208,19171,TCP,2543,1561,4590,True,,
(758)646-9139,2025-03-29 21:50:32,stone.com,176.109.90.30,19287,UDP,2484,4083,2354,True,,
618.943.7348,2025-03-16 23:42:41,castillo.info,87.102.61.93,29591,TCP,269,235,2950,False,True,
+1-547-597-4765x49208,2025-04-10 21:56:29,gordon-hill.biz,41.58.136.95,3167,TCP,2661,4288,3252,True,False,
227.582.9942x15477,2025-01-17 20:32:36,cohen.com,131.156.232.141,43761,UDP,1972,4842,3200,True,,
(780)736-0829x7531,2025-02-01 00:47:31,carter.com,40.61.46.168,58855,TCP,2930,4823,4441,True,False,
+1-228-973-5496,2025-02-20 02:06:43,graves.com,137.178.176.147,63997,UDP,2958,4818,1014,True,,
(556)709-8623x89461,2025-02-22 19:27:53,wright-buck.com,218.113.241.30,42899,TCP,741,1604,2557,True,True,
(708)631-9976x6433,2025-03-22 01:04:55,ortiz-knight.com,139.163.244.47,38876,TCP,975,4567,4046,True,True,
716.343.1191x35972,2025-01-13 18:37:20,king.org,143.8.127.71,61907,TCP,580,3866,3854,False,True,
001-746-548-2225,2025-02-09 03:34:55,greer.com,180.62.167.168,2018,UDP,808,1775,1011,False,,
4774197247,2025-04-12 01:17:42,brown.com,183.199.5.124,34520,UDP,2784,2117,187,False,False,
633-984-5540x0592,2025-01-03 06:38:49,giles.biz,164.205.72.176,53915,UDP,3544,4077,1225,True,,
609-627-1608x735,2025-03-08 12:19:26,smith.org,175.170.77.127,42206,TCP,490,3927,1944,True,True,
+1-677-359-3085x7028,2025-01-03 17:56:49,contreras.info,164.224.230.18,43828,TCP,37,3017,4940,False,,
821-770-2205x32904,2025-01-01 16:10:30,reid.com,5.68.134.160,60333,UDP,2512,460,1086,True,False,
804-578-0003,2025-04-23 23:47:13,daniels.info,130.72.79.109,43023,UDP,2549,1345,1742,True,True,
3905509161,2025-02-16 11:05:26,martin.info,77.220.90.22,48608,TCP,3086,4041,1398,True,True,
001-992-215-1028,2025-01-16 00:39:07,johnson.com,30.145.96.224,25977,TCP,3069,145,1346,False,True,
892.437.8411x510,2025-04-08 22:42:33,williams-ferguson.com,192.191.109.161,13993,TCP,2123,403,1818,True,True,
001-706-259-4292x4256,2025-03-17 20:15:01,moore.com,194.95.116.187,30400,TCP,1979,4767,1050,False,False,
001-942-972-4629x20096,2025-02-05 02:34:34,stone-williams.com,204.74.174.109,47219,UDP,1803,3736,4035,False,True,
4327590316,2025-02-17 14:21:22,lee-henderson.biz,118.132.40.164,47289,TCP,2140,3452,945,False,False,
730-247-7379x4683,2025-01-29 18:08:08,roberts.com,29.14.144.179,35455,UDP,908,4452,3897,False,False,
(862)373-3185x9958,2025-03-08 07:08:49,larsen-montgomery.info,214.197.90.72,20395,UDP,685,427,3865,False,True,
998.355.4554x26086,2025-01-02 19:32:06,turner.biz,205.163.30.49,62817,UDP,3271,198,2887,False,False,
308.828.0924x53454,2025-02-11 22:00:24,maxwell-mack.com,112.153.88.37,30598,TCP,2096,3684,427,False,,
(549)547-5700x438,2025-04-18 00:40:01,trujillo-diaz.com,1.204.1.226,50050,UDP,2210,2286,2655,True,False,
790.746.4421,2025-01-15 06:59:03,walters-reed.com,106.246.112.226,31014,UDP,2827,410,372,False,False,
+1-845-226-5013x949,2025-02-07 06:38:33,hughes-bryant.info,199.75.31.34,63995,UDP,3232,4087,937,False,True,
+1-297-373-2923,2025-04-14 20:54:45,perez-lane.biz,141.52.9.124,48363,TCP,2016,4627,3761,False,,
767-615-2802,2025-03-02 06:49:49,lopez.net,163.24.20.52,1402,UDP,1894,572,4097,True,True,
279-420-2362,2025-04-01 11:44:06,miller.com,77.141.177.65,21298,TCP,3109,3393,3283,False,True,
414-536-2439,2025-02-18 20:15:56,gonzalez-randolph.net,89.252.246.154,61126,TCP,2569,4593,726,True,True,
+1-954-600-1163x566,2025-02-15 00:51:25,ward.net,104.119.105.133,30541,TCP,3073,4753,2710,False,,
435.654.0063,2025-02-09 11:54:14,nolan-griffin.com,129.83.66.19,31806,TCP,182,2175,705,False,True,
917-425-3658,2025-02-04 14:13:47,stewart.com,4.64.194.248,44731,UDP,1060,3939,4669,True,False,
3873154034,2025-03-22 14:09:55,black.com,32.93.143.8,60413,UDP,3343,3712,4321,False,True,
414-974-7911x138,2025-02-23 07:20:30,jarvis.com,60.23.156.29,39386,TCP,1941,570,2114,False,True,
(848)263-0298,2025-02-21 21:22:41,oconnor-floyd.com,189.80.223.92,21424,TCP,869,2645,4179,False,True,
(233)562-4956x7222,2025-01-04 21:56:20,dodson.com,4.139.79.196,53545,UDP,3074,3890,3527,False,True,
+1-307-965-7427x0259,2025-03-01 05:46:25,thompson-nguyen.org,27.2.34.56,2955,UDP,3278,4976,2570,False,False,
+1-589-780-9823x7268,2025-02-15 19:18:31,walker.com,8.119.225.233,13881,TCP,2596,1061,868,True,True,
(571)304-6545,2025-03-03 16:10:09,thompson.com,98.50.82.8,56488,UDP,2679,2251,3656,True,True,
4037600786,2025-02-17 18:24:46,jordan.net,21.22.51.47,6809,TCP,2549,3902,2012,False,True,
+1-795-538-6014x102,2025-01-21 17:38:35,lopez-myers.com,29.212.253.142,1598,TCP,2587,4893,4472,True,True,
001-414-216-1827x74134,2025-01-10 11:45:30,stark.com,93.179.174.67,34852,UDP,3572,2444,3642,True,False,
+1-866-209-7763,2025-02-22 06:59:03,berry-lee.org,185.98.76.224,35446,TCP,101,2583,4226,True,,
001-967-428-6142,2025-01-17 02:46:39,baker-boyd.com,220.3.237.180,1560,TCP,366,3113,2496,True,True,
574.590.3850x22172,2025-01-29 10:39:38,rios.com,219.242.8.176,44258,UDP,3224,2278,1963,False,,
(538)606-1765,2025-01-08 11:23:27,perez.biz,158.149.55.151,43495,TCP,1393,1873,1031,True,False,
387-659-2941x896,2025-02-17 21:02:50,hernandez.com,74.145.58.24,40618,UDP,2190,3002,711,False,True,
(554)429-3702x3617,2025-01-30 22:53:31,noble-perez.com,171.239.116.199,31201,UDP,2866,4992,2432,False,,
596.920.3612,2025-01-28 05:46:26,phillips.com,221.148.84.171,28786,TCP,1410,4426,3022,False,,
7125641703,2025-03-12 19:33:30,kim.net,12.199.207.236,34295,UDP,2264,237,4516,True,,
952.566.4859,2025-03-04 20:20:39,taylor.com,223.63.27.90,21631,TCP,614,173,410,True,,
001-943-768-4722,2025-03-08 20:10:09,yates-martinez.com,221.128.148.191,46743,TCP,2947,2470,1323,False,False,
001-604-759-4700x5691,2025-03-03 00:45:25,harrington.info,38.173.199.189,20214,TCP,666,574,101,False,False,
001-576-281-2913x8406,2025-02-08 14:59:51,johnson.com,96.151.220.70,21829,UDP,200,3298,1042,True,True,
(322)546-7242x8492,2025-01-18 17:28:53,cruz.org,167.60.26.47,2016,UDP,1726,191,4748,False,True,
8493435949,2025-04-01 10:03:16,bell.com,73.201.124.25,31437,TCP,1613,1595,4797,False,True,
8257907098,2025-01-15 13:37:26,ortega.com,169.98.137.215,31553,UDP,2852,706,1821,True,,
001-238-762-8504x70354,2025-03-27 14:34:53,evans.com,78.225.171.3,6649,TCP,1606,155,175,True,True,
445-211-1361,2025-02-05 00:18:44,mcmahon.com,86.94.169.188,43783,TCP,893,1321,4747,False,,
001-636-645-0950x082,2025-02-17 03:25:02,brown.biz,47.71.91.219,47165,UDP,3595,2998,2366,True,False,
857-353-5006x399,2025-02-08 15:00:22,reed-nelson.com,67.113.254.208,57450,UDP,886,3834,4211,True,True,
802.611.3453x1611,2025-01-26 03:55:04,rangel.com,94.141.172.203,53823,TCP,1433,4397,2197,False,True,
812.547.8201,2025-01-10 07:37:20,parker-brooks.org,10.150.9.236,64567,UDP,476,3512,4433,False,,
001-932-651-1574,2025-02-25 15:32:05,lynn.org,118.20.4.83,15662,TCP,3027,1914,3485,True,False,
+1-342-885-1537,2025-02-27 08:11:30,williams-mccarty.biz,108.251.245.123,13989,UDP,1807,1994,4911,True,False,
421-532-0785,2025-02-03 09:05:04,holmes.net,152.102.151.7,10424,TCP,2662,819,4600,True,False,
7296536264,2025-01-26 13:58:15,gray.com,100.240.52.20,1405,UDP,989,1557,3761,False,False,
522.915.5468x3577,2025-02-02 21:56:50,johnson.info,14.187.192.51,44709,TCP,3052,2123,760,True,,
553-481-0355,2025-02-19 09:00:26,navarro.com,133.239.231.108,55445,UDP,1210,2855,4088,False,True,
+1-790-780-5786x3334,2025-02-18 00:37:40,davis.net,29.109.134.94,8503,TCP,984,4712,1602,False,,
(602)406-4782x8448,2025-01-27 16:58:45,bartlett-conley.com,170.218.118.223,16428,UDP,2431,385,1801,False,False,
