event_id,user_id,device_model,os_type,roaming_status,network_type,event_time,location,event_type,is_fraud,extra_column
679a4b5a-89ab-4cb4-914b-0427a649016b,923.670.4515x9068,year,official,False,WiFi,2025-01-02 10:52:31,"41.035796901615186,-20.68495048109847",reboot,,
1d6d7ba1-7552-4c45-bc81-95f490ea8a5f,940-269-4799,note,party,False,LTE,2025-04-08 21:39:29,"-28.415963717287454,-143.98512690735944",reboot,False,
eff7db2f-55b6-4367-b551-e811a8a13ecf,+1-472-230-8560x737,nor,whose,True,5G,2025-04-05 09:52:49,"30.977169306444964,-173.09983643154507",reboot,,
83b66256-bb5c-4835-8b5d-6e81e6d2f8c1,311-948-8590,task,create,True,5G,2025-04-01 23:28:38,"5.64625108040309,-122.86046254812597",SIM switch,True,
ad06be4b-670f-4309-9d89-1fa6c592e681,932.875.8311,apply,simply,True,5G,2025-03-15 06:37:54,"-86.67919186986948,155.90696882688871",reboot,,
fc3eda58-e23f-4302-a98f-93d0beb329e5,252-205-8072x160,type,floor,False,5G,2025-02-04 15:40:11,"63.56312364574433,-56.32982533564639",reboot,True,
f46bbf66-f22b-4414-9729-97cfdb53d1af,001-907-742-0862,behavior,true,False,LTE,2025-02-28 10:13:04,"-19.084786284241545,135.76301818863044",reboot,False,
87ef31a0-ad02-47d4-9be6-4da0af816f25,4103572287,item,budget,False,5G,2025-04-17 08:41:53,"10.115743700877658,142.86024830082795",SIM switch,,
a4b000e1-2d59-49e0-ab5c-8cf838971678,001-797-615-8567x96793,once,game,True,WiFi,2025-02-02 19:09:48,"58.627816546195845,-8.16759095533942",SIM switch,True,
07e6bc90-8d8d-4ec0-adce-dabfdba20e2a,(988)718-0179x914,these,edge,False,5G,2025-04-28 00:31:41,"78.43882125130017,-71.91150047148929",reboot,,
375725d9-f6c7-4a63-b530-d647f3f0c30f,560-830-3893x81924,degree,trip,False,WiFi,2025-02-27 22:05:48,"-10.725093403562184,164.53059819259414",reboot,False,
5288bce8-8996-4569-a6ec-f8abddfcf729,6698623931,building,middle,False,LTE,2025-04-16 18:20:53,"-31.94313387468081,34.68340213134542",reboot,,
140fd2fc-dbba-4c3e-b807-9cc295864740,(512)449-2700x66810,situation,set,True,LTE,2025-04-09 23:03:49,"16.192176852920255,67.26727556568534",reboot,False,
660949ca-f17c-4859-8c24-7b8a4ed45104,247-616-5575,way,maybe,False,LTE,2025-02-22 16:43:03,"57.72465927210712,-63.322240096647974",reboot,True,
5668b9ad-37e2-4338-926a-6367f210aa26,001-552-620-5993x049,father,however,True,WiFi,2025-03-07 16:40:07,"58.21799708030531,115.71249964289945",SIM switch,False,
18681f52-9a1e-431e-84bf-6fad40897c52,956.647.2960,together,water,True,WiFi,2025-02-28 21:40:47,"-36.232134051345675,-28.75068054482668",reboot,True,
ac95e146-54f1-4809-8804-516eeebab45c,204.931.1481,prepare,do,True,5G,2025-02-23 07:36:40,"-47.822846777082994,-137.1202013203386",reboot,,
ad3ab968-b0d5-4b20-81c7-a255e71d6f75,001-643-835-2246x444,argue,program,False,LTE,2025-01-15 22:28:53,"56.13078263201248,171.86232180437253",reboot,True,
42eb7f0f-3869-46c1-abe4-902089e5dad9,891-283-8155,Republican,her,False,LTE,2025-01-24 17:25:01,"88.43106263970739,-103.12998668430527",reboot,False,
b431fc8a-22cb-4a5f-bb15-380af33ca8c0,6022745461,fear,home,False,5G,2025-03-10 07:35:13,"82.850140392492,-38.826784659016255",reboot,,
023bc358-3fbb-4820-96a5-2c70ca799a5a,298.637.8931,list,key,True,WiFi,2025-04-08 13:26:00,"88.88614200491412,63.63114751514837",SIM switch,True,
1e801650-f2d8-4f95-922e-286d83aa39a5,2552493717,action,six,True,WiFi,2025-04-16 19:32:58,"-11.630921216807891,67.41601902086668",reboot,False,
a9501e68-d9e5-4de2-94b2-8a7e0c1fd13e,(372)814-7428,recent,leg,False,WiFi,2025-03-30 01:18:57,"76.95654857567675,106.71338173230816",reboot,False,
efed0b72-8225-4690-bc8a-b93cd790c8da,+1-528-831-5627x1549,pick,member,False,5G,2025-03-26 20:13:33,"-8.727833044124964,21.030990464758105",SIM switch,False,
66f20190-a05b-42cd-84c4-7fca1327c10c,460.499.9882,smile,few,False,5G,2025-03-30 10:05:41,"15.131015200524786,-131.10227887131424",reboot,,
d0e436f3-20c0-4e6b-a18a-62a298adaa8a,490-241-7136x63967,quickly,pull,False,WiFi,2025-03-31 15:51:24,"-23.5739351517429,-86.48408856485615",SIM switch,,
59e435f5-b647-440d-9885-dd2186b55e79,(543)367-6980,capital,relate,True,5G,2025-04-23 06:06:37,"31.218083549139607,78.09565800421592",reboot,,
7051b1a5-c9b3-40ad-b43a-cc90269da023,265-210-8633,wish,trip,True,5G,2025-03-21 05:55:11,"42.382018683934945,-141.66029894774653",SIM switch,False,
ccc8ef58-2cfb-47ad-9098-b1975ee4fc4c,624-323-9817x35897,have,sing,False,WiFi,2025-02-08 04:05:38,"-62.5222493840893,-55.283044028217375",reboot,False,
a6654d79-849e-4dea-afe7-347b44d8f1ac,001-559-693-6777,pattern,idea,True,5G,2025-03-04 11:37:37,"-71.79536227147008,-135.17965428102778",reboot,False,
8c6f0b71-08da-46e4-8441-b7ec853ed3df,253-307-9529x87423,prevent,course,False,WiFi,2025-03-11 22:16:39,"-71.0157596722916,25.48339048209627",reboot,,
0153ec49-37c0-4d07-8632-d231f721ccca,617-985-5193,music,along,True,WiFi,2025-02-23 23:49:46,"21.952480629833957,-54.173217050368294",SIM switch,False,
80eb97d3-ba06-4c05-afc1-68011eb55f6e,(621)869-1754,option,condition,True,LTE,2025-03-17 21:00:59,"-43.333588434196116,-103.29920040830044",SIM switch,,
1f3be653-7e02-4121-8d85-af770202838b,+1-219-496-9180x43891,whatever,bad,True,WiFi,2025-01-15 23:46:16,"-70.12670948220317,-41.171257178075734",reboot,,
e8d786c7-81eb-4e25-aab0-175c5dafe896,392-761-3842x943,low,become,True,WiFi,2025-04-22 00:44:07,"28.261998583865903,-17.169252783853892",reboot,,
26271b88-2674-4605-9af3-76be0bd5798e,894.588.1269x636,until,Democrat,False,WiFi,2025-04-15 00:57:59,"-8.765410007042107,-96.42746106915187",SIM switch,False,
d43e3e9f-ee62-42c2-b397-b44497936f66,(280)469-8185x12643,gas,agent,True,5G,2025-02-09 01:20:38,"88.21136817511172,140.12497160686337",SIM switch,True,
3d50dd06-6b31-4799-9714-1ca81e2c7624,(619)906-8664x447,mind,manage,True,LTE,2025-04-20 19:11:27,"28.020364486739666,40.83146781136915",reboot,,
38d9aa67-5696-4442-a9cd-7d21d6064585,+1-616-496-7444x7596,movie,final,True,WiFi,2025-03-05 21:16:31,"-54.349255219357104,119.8950562767343",SIM switch,False,
6b527cdd-df70-43f5-bd42-6bd85fae49ac,(559)279-9287x805,choice,kid,False,WiFi,2025-03-21 00:26:33,"-20.336178677882017,154.42660710710373",SIM switch,False,
c40238d6-96e3-4ffb-918e-d3b0c25c5e3a,4746966469,senior,pay,True,LTE,2025-03-05 23:44:05,"21.865596530930375,100.29977297322472",reboot,False,
a553a515-d8bb-4082-9e03-f7e1cd546a12,672-952-1283x578,later,various,False,WiFi,2025-01-12 23:26:15,"60.2290585741184,30.863703864550445",SIM switch,True,
e4a147cb-ff16-4349-a263-d7777cf255ab,282-917-0769x0717,world,structure,True,5G,2025-03-28 21:32:27,"71.66927444080594,123.81495048541893",reboot,True,
7873a649-a07e-4272-97fb-cde86ab8e431,534.916.1155x96362,over,well,False,WiFi,2025-02-28 06:01:42,"89.18608490477962,86.66895552595457",reboot,,
9259d7f0-54aa-43ea-8cdc-a926abd9bd8a,+1-749-419-7695x8967,condition,learn,True,5G,2025-01-19 03:29:49,"56.22752334645625,73.24963788425595",SIM switch,True,
7c6252e8-1f62-4de0-8080-1f14c09f194a,(645)931-6807,different,stage,False,5G,2025-01-05 05:52:21,"-52.97819935240685,-69.68782896946229",reboot,True,
1c45aaae-72f4-4cff-8655-a80f89a16611,001-759-986-8941x67575,possible,information,True,WiFi,2025-01-27 10:13:56,"44.720974932249845,111.25545666093552",reboot,False,
a297834c-8bc3-469d-a55c-5777c9de064a,001-554-579-7203,understand,whom,True,LTE,2025-01-10 18:33:32,"-66.00452927763557,-24.280377251394555",SIM switch,,
40f8b12e-fcb7-4603-90c5-6e32eab4f95c,001-427-867-6441x6482,across,picture,False,WiFi,2025-02-28 19:58:57,"34.52995751812537,-12.4474544883862",SIM switch,,
164e2981-e74f-4e45-9147-efd381e6e378,6349245419,off,water,True,WiFi,2025-01-13 17:10:26,"82.77474204295186,-41.48397711472131",SIM switch,,
92f785be-d50f-467e-ba9e-01e961f388e9,466-378-5184x73234,exist,begin,True,5G,2025-04-24 17:40:32,"45.940620506254135,15.687023325791273",SIM switch,True,
84b73ef5-37eb-4d7c-90c8-92a37e40a50c,5284926750,real,cup,False,WiFi,2025-04-11 07:14:00,"29.35175061038457,64.93790178891294",SIM switch,False,
76ad3204-3bda-436a-90a9-5c42d96f923a,501-493-7408x656,be,back,False,5G,2025-02-25 09:33:23,"85.90143108280245,152.50103757954093",reboot,True,
7bbede80-25dc-493c-a96e-de701d6d4544,001-758-458-7294x62600,man,election,True,LTE,2025-01-03 12:28:39,"63.82485614360752,33.27058733312978",reboot,True,
cbc0de45-fe35-484a-a361-83abaac67168,977.558.5711x213,black,attention,True,5G,2025-03-26 15:58:48,"-73.35051168032365,-67.24468550054473",reboot,,
e8782641-a29b-413f-aa69-c5d87ed5dadc,354-820-3667,health,may,False,LTE,2025-01-28 01:53:13,"60.14024528061316,-137.35670632594625",reboot,,
a9358ef8-5bc1-4b80-bb35-b06eff47491e,001-394-684-5078,cold,wide,False,WiFi,2025-02-02 17:22:10,"84.4818486683424,-126.39110349574841",SIM switch,,
99d35050-8c94-49f0-b226-3e8b210bf6f9,346.868.5553,understand,college,False,LTE,2025-04-20 03:42:51,"-82.18847459544264,-173.01222483239272",reboot,False,
fa6698b5-2909-41b0-961a-089fdb440220,+1-796-674-1783x7354,my,wide,True,5G,2025-03-18 12:30:41,"61.99562739096993,-93.09259063317148",reboot,False,
7baea302-47c0-4730-ade5-9cec02fc385b,931.500.9479,drop,base,True,LTE,2025-04-27 03:50:29,"-52.33505891807665,-27.32413877210047",SIM switch,False,
7367d1e3-3d35-4f6c-831b-a032b861feac,328.876.1795,yourself,seat,False,WiFi,2025-04-25 20:52:47,"-52.76250108499213,29.67533285822782",SIM switch,,
f78a25af-09bd-48cb-9808-e8a367476582,(956)255-7401,night,catch,False,5G,2025-01-15 03:26:39,"-35.19037410031237,-8.897943526517622",reboot,False,
f955643e-3c37-4799-8135-d3c01185941f,+1-871-676-6781x2793,before,religious,False,LTE,2025-01-23 09:44:22,"-2.293516414335386,-170.16197350622792",SIM switch,False,
82db2fa1-a97e-46df-8be4-4fd8b07cec75,247-805-6331x14277,parent,gun,True,WiFi,2025-01-01 06:56:18,"73.09002776787574,-104.39061735126813",reboot,,
e5462275-0cb6-4f4f-87c1-95a0358df263,966-451-8049x6637,blue,sometimes,True,5G,2025-03-28 13:00:16,"45.238975868714846,154.0131331466098",reboot,False,
cede97be-9da4-41f4-991c-5504af0e22cf,+1-307-757-2135,bring,staff,True,LTE,2025-01-26 18:34:47,"-54.47990256108942,166.29124020051546",SIM switch,,
940d774b-734f-4a7b-ba6b-68f7486f4b6c,(334)262-7984x92732,goal,about,False,LTE,2025-04-05 20:11:17,"-41.036460755220666,-103.50277057808367",reboot,,
2873f1ef-e9eb-4463-bbea-70e5685546aa,9699508485,sell,product,False,WiFi,2025-03-23 00:27:28,"30.980011241309427,-20.953233886734267",SIM switch,False,
5770e2d6-2b26-4da5-b3b3-4dbf2d9e1976,238-266-8217x78089,above,civil,False,5G,2025-02-09 04:42:51,"-58.72273506050749,-12.729922472657563",SIM switch,,
3ecc9924-065a-4d34-b7c2-c231a7d3a283,811-610-0021x4730,skill,white,True,5G,2025-03-10 20:53:47,"56.677239040111516,-153.64021775168018",SIM switch,False,
d30284a0-9994-49b8-8522-de66d48f4bc2,223-234-6927,structure,current,False,WiFi,2025-02-01 18:29:28,"55.04094183919321,-120.65303517668794",reboot,False,
0580f020-f06e-4c2d-bd39-25621333f87f,001-830-277-9045x82684,property,dog,False,LTE,2025-02-11 15:59:20,"-86.47646406892254,151.80901153743702",reboot,False,
ceb8eb47-5ba7-4cc4-978d-fbea70a0f20b,7244094909,future,water,True,LTE,2025-02-08 20:18:01,"53.325629225705455,-42.322052826665555",reboot,False,
e4f1ece7-9a73-498b-849a-ea081bf28e0a,7764205159,recent,research,False,LTE,2025-01-13 09:01:33,"-79.98030126797144,143.86243211738582",SIM switch,False,
8916d438-2fb0-4c80-b77c-b2d4e28731d2,(514)263-0100,your,effect,False,WiFi,2025-01-01 08:42:15,"8.982828647708601,46.33987627004595",SIM switch,False,
1b3e80a8-f889-41c6-bbe6-6313615e8f08,001-853-863-0171x910,among,near,True,WiFi,2025-04-29 08:55:44,"-83.50968640938741,-125.46119405508938",reboot,False,
9e89bfa9-ed75-4b0b-8aa5-9e8691feee8a,(807)360-2174x51418,early,eye,False,LTE,2025-01-06 09:56:11,"10.817209594363192,12.39031555746763",SIM switch,False,
3be57787-ccf4-4751-97f9-4fd1a0ea440c,955.679.3200x6444,beyond,relationship,False,WiFi,2025-03-04 11:04:05,"-84.75558849418772,103.34956044132849",reboot,,
e9f121a3-6fcb-434e-a8ff-4b9f5a8ec38b,+1-891-632-5758x2455,pressure,trouble,False,5G,2025-03-13 12:56:56,"-66.66967664661877,93.75246213657334",reboot,,
eb8dce48-271b-4f70-b294-01b3a613aa08,(582)783-1852,data,carry,True,LTE,2025-02-16 03:28:32,"-66.79883503971173,54.10549141299907",SIM switch,True,
5e1e4752-fd1d-45d6-8b5b-db08b44e0acf,+1-698-974-5218,skin,land,False,WiFi,2025-04-26 13:14:57,"48.367133656019604,94.21686600685268",SIM switch,False,
ceaf0ddf-8b85-4b98-b786-2b68b55621f1,294-706-0145x223,grow,must,True,WiFi,2025-03-02 10:09:02,"-87.61092168481264,-143.258861935055",SIM switch,,
59a91556-817f-45e0-b16c-28f7b687d656,001-245-226-3703x6390,term,involve,False,WiFi,2025-03-09 15:20:12,"-18.728049426474428,-30.671381374466336",SIM switch,False,
0b0e26cb-d049-43f4-8a53-21844259059a,001-591-445-1736,southern,none,True,LTE,2025-02-18 20:36:16,"-50.532986988129736,149.54266708947222",reboot,True,
c19ad1e8-2161-402c-98a1-26b7411ddc6d,353-606-3530x80000,seek,it,True,WiFi,2025-02-02 01:03:39,"24.163748374144078,65.8451474696229",SIM switch,True,
492809d9-89d9-4a2e-9e01-817c4fd5ebc5,679.379.4178x617,rule,bank,False,LTE,2025-01-23 06:27:02,"33.645501893266356,-59.534721241320156",SIM switch,True,
a62259dd-4979-408c-8b23-98c37f66dd2e,635-543-6416,low,return,True,5G,2025-01-14 02:44:51,"-11.424639205594389,-178.2076944383925",SIM switch,True,
59fe839f-56bc-4e05-b175-7d4a6d7db4fa,516.958.3852,find,example,False,5G,2025-04-13 16:18:49,"-48.46861735036145,-64.04673251813354",reboot,True,
9800d181-ba6d-48e6-afef-98fbb555dd1f,6416845936,develop,rise,False,LTE,2025-01-08 12:27:18,"39.13632049388957,173.48999157516886",reboot,True,
b4519fd4-82b7-424f-8c0d-d86430566c91,(509)710-0544x7280,administration,knowledge,False,5G,2025-02-23 16:32:11,"-24.637138962572365,64.02548694916544",SIM switch,True,
aceeee8b-ea94-4bf6-9596-4ee5ac4e9d04,(997)281-2325,pass,someone,False,WiFi,2025-03-12 23:03:59,"31.789127234407474,-164.52271981654562",reboot,False,
9dc1907b-0b25-4c05-893f-43ce032efdc8,534-850-4554,identify,contain,True,WiFi,2025-02-18 13:34:58,"-59.867995208707654,144.10223676871425",SIM switch,True,
e9f959b5-a49f-4928-84bf-d567266578aa,+1-315-673-6628x74579,security,with,True,LTE,2025-04-28 05:22:07,"-12.84633780070773,-145.43883084033524",SIM switch,,
cb926e60-abe1-4392-80e1-b1a86c1b211d,(264)463-7899x550,director,term,False,5G,2025-03-09 08:08:33,"16.682336933414305,149.79466074481672",reboot,True,
c02f0cad-0675-4c08-b680-2fb4d57b5cff,+1-811-667-5827,this,method,False,LTE,2025-03-25 01:56:37,"-5.3898516308358495,136.6326453703765",reboot,False,
c7eae392-4f10-4dd2-86e1-f5aff28ae238,342.630.7585,food,south,False,WiFi,2025-04-26 01:32:19,"28.750808999182482,14.738115898298787",SIM switch,,
83590f35-b57a-4f7c-afc6-d8c01ecc3c37,547.712.7614,couple,whole,False,WiFi,2025-02-02 12:36:44,"28.538915793137036,-35.9012068561004",SIM switch,,
4424de5e-be8c-423d-b573-4c5014562c9a,001-769-651-1953x84714,very,away,False,LTE,2025-01-03 18:37:35,"-5.8804501271662275,-128.40407402007682",reboot,False,
80bc3c1b-9f8f-4a95-86f8-9a6686e98b3e,001-411-311-3891,white,matter,False,WiFi,2025-01-04 13:48:42,"-61.386736355033406,-107.37109330073879",reboot,True,
aa57aad2-fb49-4169-8a9a-bc52b375fba0,(212)410-8251x754,base,participant,True,LTE,2025-02-02 02:16:31,"-52.24937932281521,117.66437040153",reboot,,
dd255eb5-b8d1-44cb-8381-fc41b14eb934,(732)505-9718,bar,sing,False,WiFi,2025-04-10 01:45:40,"-15.001114058025877,-95.95659479739622",SIM switch,,
518fdb20-66b9-498b-8e14-57e2d06e6310,351-663-5642x303,food,draw,True,WiFi,2025-03-18 13:25:31,"51.81932914538007,57.60638945237753",SIM switch,True,
d94805d5-469b-47f8-9067-12afc42a10d6,268-798-9553x4851,letter,hair,False,5G,2025-01-12 03:09:40,"-4.210735373828811,108.56235528806832",SIM switch,True,
f48785f0-b279-4f1e-bd26-cef77cbb0cbe,(930)232-0045x966,many,career,False,5G,2025-03-27 15:05:51,"-0.23741554024347522,-1.7687626989710452",SIM switch,True,
f6ea0aa3-8445-40a0-a98f-75a43bc42bcc,676-792-2457x7690,on,computer,False,LTE,2025-01-17 11:05:30,"79.77471705262835,-117.5940843369589",reboot,False,
986fbb4d-4c32-4209-be98-55c85dd03706,(791)698-7995,allow,why,False,5G,2025-01-14 07:31:19,"-71.84702006944448,-167.66285222572156",reboot,,
5d5f95b7-86b3-45bc-9141-af8e4f1f40a3,001-846-715-7520,morning,trouble,True,5G,2025-04-18 16:45:43,"11.079045925391881,107.49892856013719",SIM switch,,
2de9036b-e880-4167-bfe0-2f1215b4a160,+1-399-734-0132x5509,alone,light,True,5G,2025-03-26 06:13:19,"19.131581874370497,56.20822809634015",reboot,True,
e29ad514-d870-4e25-ae57-cc7c65037be8,+1-759-852-1899x80755,this,live,True,WiFi,2025-04-15 03:45:52,"-22.569570811101585,128.8332029376994",SIM switch,False,
639ad40a-befa-4a29-9bdb-829e3d9fcadb,(457)800-6240,it,character,False,LTE,2025-02-05 05:24:41,"39.546621391348566,-56.83665330772736",SIM switch,True,
7b52ab49-6283-4b80-a2ee-0c5aa7eb973c,+1-309-272-5416,notice,member,True,5G,2025-01-31 13:07:34,"-54.96171643277282,-102.77325565810091",reboot,True,
dfd6142c-dbde-4130-bfa7-45e72fa385c2,991-296-6247,treat,because,False,LTE,2025-03-04 06:21:40,"-76.39525922300446,-88.71111611459632",SIM switch,False,
8ac1ecf6-7fdd-4614-88b5-c70d8e34c7e7,001-973-332-6667x270,should,play,True,LTE,2025-04-04 08:20:39,"-45.480315348515546,11.588730917020683",reboot,,
f26b6492-e23e-4940-9da4-a71d57b5640d,+1-598-492-2457,instead,understand,False,WiFi,2025-04-16 19:23:23,"-62.56554440292019,62.73309525223959",reboot,,
2cbe2b1e-b832-4b66-b44f-a956b5d9b8dd,001-428-631-1192,ask,bad,True,WiFi,2025-01-22 01:56:37,"42.38513744893197,-91.55410219900561",reboot,,
11eccdd1-dd9a-4877-925e-76163a9bb8b2,994-966-6327,space,during,False,WiFi,2025-01-29 08:27:03,"-47.71906960477423,-41.65352141357326",SIM switch,False,
3e75c570-27c5-4d75-9a2e-8b20f77bf492,846-650-8235x0146,face,to,False,WiFi,2025-03-18 20:12:37,"64.82178389274557,119.94842599317303",SIM switch,,
387951e4-ed74-4481-a2b3-6879ca914d7f,(773)826-7950x6236,owner,give,True,WiFi,2025-04-23 17:33:40,"-12.560888683376135,130.8730817953728",reboot,False,
998345d6-7c02-452c-a14c-f3cd5ec870bc,+1-839-300-2267,cup,culture,False,5G,2025-02-02 17:14:58,"80.76731194487249,-149.60268384787653",SIM switch,True,
58e949bc-6db7-4f85-a53c-31834ca05e3e,(445)432-0318,support,southern,False,LTE,2025-01-20 12:31:10,"18.21110210733984,3.724716947973434",reboot,False,
e71d5800-6318-432a-a8d3-a0f574a195c6,+1-867-972-9688x62099,half,your,True,WiFi,2025-01-22 17:13:28,"-64.19579760744956,132.01107946732594",SIM switch,,
1372d59d-6441-4607-865c-f2b852660aa1,2473679035,direction,beautiful,False,LTE,2025-02-26 04:24:52,"66.38867371143468,45.183843823055554",reboot,False,
2d82f385-1ba0-44cc-8434-cf8cdc9bfafc,501-263-3452x724,set,perform,True,LTE,2025-03-26 17:46:20,"88.15201704574946,-14.46715316830489",reboot,False,
ea2a05d8-0aa8-4e6e-997a-cb1916a1af86,525-901-0925,very,save,True,LTE,2025-01-13 05:29:30,"87.54242608331833,5.890088282662447",reboot,True,
e8b1e82f-e627-4974-8aa9-71020d53ce93,(441)296-0705x442,item,read,False,5G,2025-03-18 17:45:34,"-5.850841632386235,-158.66190825045837",reboot,False,
af894480-fb0a-4e54-b1b3-7547c767ff5a,+1-209-954-1104x7070,main,accept,True,WiFi,2025-01-02 23:07:37,"-62.676814872922336,105.55880200264733",SIM switch,True,
870e333f-88b4-4611-9f41-5d0209665f83,342.393.4047x763,phone,huge,False,LTE,2025-04-24 15:06:56,"88.58009213179378,-45.88378278533051",reboot,False,
b7744170-0144-4c9d-b797-e97120c54133,930.804.3691,woman,road,False,5G,2025-01-26 12:38:50,"-56.949112496640545,67.63664064390326",SIM switch,,
f75aa270-d28e-442d-9b6c-c8872dfbc437,639.349.1497x1222,production,citizen,False,LTE,2025-04-25 02:09:27,"15.44493397300424,66.87675416430176",reboot,False,
53ce06d5-6626-45cd-bd40-84556077e849,(996)807-8602,and,major,False,5G,2025-02-22 19:20:20,"69.55698976736997,-13.099216179593583",SIM switch,False,
dae86844-5fef-41d1-82b1-3ffe9ef64f1a,001-610-507-1543x02962,guess,including,True,WiFi,2025-04-22 08:41:07,"-89.38991039610612,23.246614064350894",SIM switch,True,
08df92f7-dda3-4fd6-898d-4d0312572d00,410.269.3270,open,short,True,LTE,2025-02-25 15:32:28,"-2.65052937198287,101.57691953608338",SIM switch,False,
79d1d50d-6d14-496c-9ec8-6ebf55c20a26,372.664.9167x762,word,budget,False,WiFi,2025-01-25 14:46:26,"-24.941639427685146,14.902616099152482",SIM switch,True,
be49b0f7-1097-4cff-9851-9bb7cc37b0b3,001-796-498-9977x51000,far,dinner,False,5G,2025-01-19 18:50:12,"77.92890291568656,13.369039307167526",reboot,False,
a54f8af4-5edf-4c2f-a0fd-baf39a71b193,(860)635-4029x60653,sport,speech,True,WiFi,2025-02-05 16:56:03,"74.60117303366675,-46.36928508172821",SIM switch,False,
a549e55c-a90a-44ba-999d-e385c3880a52,2887828475,analysis,occur,True,WiFi,2025-04-01 09:32:22,"80.59016732223537,-171.21701147926623",SIM switch,,
5f380684-e38f-4c27-8ba9-6ed64757c1fe,(887)505-8731,itself,yet,False,5G,2025-02-23 14:31:06,"74.17708760104131,-172.76541717208235",reboot,True,
d8c1047d-b778-4086-b180-00340aeb3d76,+1-661-711-2521,decade,service,True,WiFi,2025-01-28 17:12:13,"-51.60103186513417,105.57337537239596",reboot,True,
e0b81407-8f80-4217-b9d1-2a899d3a0450,518.653.7994x1478,figure,attorney,True,WiFi,2025-01-02 01:23:09,"-59.60635270528812,-155.9613355634357",reboot,False,
076fc10f-c0b2-45cc-986c-fc0c6d6d87fd,+1-883-705-1237,any,clearly,True,5G,2025-02-08 04:54:28,"-5.1812773444370634,-24.567517628989975",SIM switch,False,
21b6d64f-fc1f-4bf8-9522-63f77df31fa9,480-289-7338x1796,eye,you,False,WiFi,2025-03-22 20:33:41,"-19.62009357091695,-106.17741540466636",reboot,True,
7bbcafd7-83a8-4a1b-aa2e-c9b8ad263b22,584-509-3486x702,agreement,reflect,True,WiFi,2025-03-02 10:29:32,"34.08462924034386,-63.5089259871246",SIM switch,False,
0d871551-e4e2-432c-ba3f-8a8df7b33bb1,752-661-1672x068,painting,activity,False,LTE,2025-02-06 21:29:28,"20.32609409048031,41.894920131246465",reboot,True,
73ef6662-54f9-4c55-a4fb-f1e1365cf934,391.502.9730x6844,very,agree,False,LTE,2025-03-12 14:50:12,"39.41139514217497,-148.73106262190765",reboot,,
6ac286ef-737a-4747-974d-e95f21c4bbce,(428)200-0736,third,instead,False,WiFi,2025-01-21 16:17:24,"51.60326442830757,-126.85090781876102",SIM switch,False,
06c7259e-9a53-4124-8172-2d6dbd116c0e,001-240-370-2872x992,ten,pick,False,WiFi,2025-02-04 23:58:43,"9.02769682151839,107.18577705548944",reboot,False,
8a01d205-8bd3-4577-a3ee-c36a55c0a101,7053948704,may,street,False,5G,2025-03-31 19:48:57,"-35.53212159060189,32.09582787763787",SIM switch,,
787020e2-3fde-4f66-946c-fe9e6253d1ff,001-728-934-7423,of,state,True,WiFi,2025-01-04 00:33:11,"85.4367872451374,98.53495326213124",reboot,True,
752b2c03-b4cb-4313-9ccd-a71f19023ad3,488-767-2346,his,leave,False,WiFi,2025-02-28 13:08:04,"-80.18468173261599,112.94883288976746",reboot,,
3795078b-843b-4aae-b57d-f1e6c74adf7f,001-567-605-7872x8885,music,government,False,WiFi,2025-02-02 02:21:52,"62.43957867275353,-77.72321527808155",reboot,True,
6834b66b-2bcb-4449-8091-88c206d06036,922-809-5613x8741,travel,I,True,WiFi,2025-03-23 03:33:37,"-80.5431810934062,-3.593495281491329",SIM switch,True,
aac09882-d5c6-4d55-acbc-12539684197b,4136771057,mind,election,False,WiFi,2025-03-04 07:45:11,"23.64261112071027,5.362121409013184",reboot,,
0eadb314-41f6-41ef-8e2d-a33d5e891627,(773)599-6064,skin,information,False,LTE,2025-03-24 23:33:46,"-16.963092465177212,-81.97852175348474",SIM switch,,
0479b4af-c85a-47dd-94e2-8c97dc06d9f8,001-895-833-1806x65612,discover,investment,False,WiFi,2025-03-31 03:03:37,"-34.5254521563566,-86.43863414209788",SIM switch,False,
2e8ea7da-65e3-4485-b8f7-8a8d4dfe3f1b,630-397-3215,born,trouble,True,5G,2025-01-04 06:13:22,"12.710564171876811,-142.74494148451146",reboot,,
66d5c2d9-f25b-4d44-8203-c1772ba7c1cd,001-794-384-8988x49597,American,news,True,5G,2025-02-04 19:16:17,"41.17183128734612,-154.6923369581876",reboot,True,
9e72aed7-00eb-4758-9a81-77f8d03fef4a,2416935028,high,eight,False,WiFi,2025-01-08 04:22:14,"-77.69441123122208,-122.74346274746166",SIM switch,,
db054acd-bebb-419a-a47a-e5feff836e0e,778.889.7670x23332,another,half,False,LTE,2025-03-28 23:28:53,"-36.46130203541883,-75.6257071977542",SIM switch,False,
3005a366-2722-42c2-8422-58747a7b7069,(893)289-3546,commercial,space,False,LTE,2025-04-12 16:44:56,"8.774770468533916,94.2187084102606",SIM switch,True,
bcf2b032-1b01-4e57-8cd2-540e66af24f6,298-639-7972x01486,onto,itself,True,LTE,2025-02-13 23:44:33,"72.52382177423252,-16.670812867044162",reboot,False,
94280b04-54a8-42ab-850f-d4aafc24785d,(640)918-4390x848,report,operation,False,LTE,2025-04-25 17:07:28,"-46.20505553768811,126.49229919349409",SIM switch,False,
