subscriber_location,call_type,called_party,connection_time,cell_identity,geo_coordinates,b_number,calling_party,caller_id,a_number,callee_id,communication_type,originating_number,terminal_id,is_fraud,call_category,bts_id,start_time,tower_location,billable_seconds,terminating_number,call_start,setup_time,call_length,equipment_id,cell_id,duration,tower_id,service_type,call_duration,location,imei,device_id
,,,,CELL_797,,,6571986306289,,,2976773990050,,,,False,conference,,,,,,30/06/2023 08:17:49,,109,IMEI_918634,,,,,,"46.9714,-149.5721",,
,,,,CELL_177,,,,,,1554545990231,,1561195929274,,False,,,21/07/2023 13:26:13,"-12.5028,-23.6794",459,,,,,,,,,video_in,,,,
,,,,,"4.6428,103.7861",3077611569433,,,9089889920810,,,,,False,voice_out,,,,,,,1702449847,730,IMEI_637583,CELL_553,,,,,,,
,,,27/08/2023 03:01:45,,,,1782473939167,,,5663939286044,,,IMEI_366475,False,voice_out,,,,,,,,2846,,,,CELL_471,,,"89.2077,126.8672",,
,,,,,,9939162193428,,,7920375363898,,,,,False,voice_in,,2023-10-10 15:33:13,"63.8857,-31.1267",,,,,170,,CELL_360,,,,,,,
,,,,,"49.1608,-65.2070",2971839935904,,,5586750342189,,video_in,,,True,,,,,,,,2023-08-10T12:01:37.000Z,592,,CELL_344,,,,,,IMEI_128705,
"-47.7983,72.9673",voice_in,,,CELL_979,,,6366045057387,,,,,,,True,,,2023-02-24T22:54:51.000Z,,,4621378908738,,,,IMEI_158610,,3027,,,,,,
,video_in,,,,,,,,,,,5733101546608,IMEI_837072,False,,,,,,3864960011101,1699115007,,2041,,,,CELL_355,,,"54.2349,169.7301",,
,,,,,,6291930663306,,,4205701671968,,,,,False,voice_in,CELL_811,,"-10.1733,-64.0277",,,,30/01/2023 02:36:42,,,,1498,,,,,,IMEI_987118
,,,1702695899,,,4908305579625,,,6460234989912,,,,,False,video_in,CELL_634,,,1594,,,,,,,,,,,,IMEI_434695,
,,,,,,2019679370975,,5494593018276,,,,,,False,,CELL_412,,"3.7983,117.1633",,,,18/01/2023 14:51:22,165,,,,,video_in,,,,IMEI_220666
,,,2023-06-11 23:18:22,,"11.3773,104.0134",3872934850389,,,,,video_out,3820961787349,,False,,,,,,,,,,,,252,CELL_675,,,,,IMEI_666961
,,,,,,6470675128834,,,,,voice_out,4860765636282,,False,,,,"53.4248,-73.9464",2460,,1703591758,,,IMEI_697977,CELL_425,,,,,,,
"0.8795,29.9852",,,1702328428,,,,,8986740409403,,,,,,False,,,,,,6754295634713,,,2461,,CELL_224,,,voice_in,,,,
,,,,,,5910377201514,3864301297606,,,,,,IMEI_367709,False,,,1673479399,,,,,,,,CELL_823,,,voice_in,3111,"62.2414,86.5826",,
,video_out,2637623404074,22/03/2023 01:30:33,CELL_240,,,1693386920047,,,,,,,False,,,,,,,,,,IMEI_178977,,,,,1035,"-76.4782,-124.7861",,
,,5932846771169,,CELL_553,,,,,2955465063023,,,,,False,voice_out,,,"-53.7788,175.4216",810,,23/04/2023 08:53:07,,,,,,,,,,IMEI_863221,
,conference,6121306312850,,,,,,,,,,8638847291599,,False,,CELL_978,09/14/2023 03:26:48,,1163,,,,,,,,,,,"-44.9922,-126.9186",,IMEI_877313
,,8940073444145,,,,,,4167226012769,,,,,IMEI_520480,False,,CELL_846,,"34.5801,-9.8035",,,20/11/2023 23:43:05,,,,,3575,,voice_in,,,,
"-44.4586,-61.0651",voice_in,2863441641495,,,,,,,6040186628386,,,,,False,,,,,,,,2023-02-11T20:11:41.000Z,1730,,CELL_321,,,,,,IMEI_563637,
"74.2637,-25.0332",,,11/11/2023 01:45:10,,,,,8423575274756,,2907864011426,video_in,,IMEI_450442,False,,,,,3464,,,,,,,,CELL_238,,,,,
,,,19/07/2023 10:16:37,,"66.8701,153.5386",4999083741338,,,,,,8186335411354,,False,,,,,,,,,1246,,CELL_167,,,conference,,,,IMEI_873522
,,,04/26/2023 02:38:04,CELL_998,,7741921090647,,,,,,7555224847615,IMEI_555697,False,voice_in,,,,,,,,2791,,,,,,,"1.2947,61.0058",,
,,1667663060636,,CELL_308,,,,,1791173666930,,,,IMEI_620898,False,,,,"-71.2711,21.9664",1695,,,05/15/2023 08:31:38,,,,,,video_out,,,,
,,9085315990106,,,,,,,,,,2001720808536,,True,conference,,01/03/2023 19:49:30,"53.5873,-55.8699",,,,,,,CELL_421,1932,,,,,,IMEI_232116
,,,03/30/2023 21:24:01,CELL_558,,,,,8300307322841,,conference,,,False,,,,"18.0088,5.4746",,6307453058102,,,,,,272,,,,,IMEI_870546,
,,8275075396212,,,,,,,9031736697748,,,,IMEI_713847,False,voice_out,CELL_301,2023-01-20 06:12:23,"-77.0236,165.6285",,,,,,,,,,,932,,,
,conference,,1689844865,CELL_766,,,,,6948434837801,,,,IMEI_488225,False,,,,,,6225479324835,,,575,,,,,,,"12.7064,-155.0547",,
,,3959305345707,,,,,2423509340498,,,,,,,False,voice_out,,,"76.2438,-5.6209",,,2023-05-05T09:21:50.000Z,,,IMEI_512405,,172,CELL_859,,,,,
,video_in,,,,"-3.2350,67.0465",,,,,,,9243984042937,,False,,CELL_488,,,,1381780784091,,03/14/2023 03:34:30,1247,,,,,,,,,IMEI_106060
,,5858218072263,,,,,,,,,,2625444492301,,False,,,,"75.2609,44.9584",,,1699597731,,,,CELL_218,,,video_in,187,,IMEI_219486,
,video_in,,,,,1130202084277,,1959510405079,,,,,,False,,,,"48.7560,-17.9859",,,,2023-10-18 00:04:22,,,CELL_390,,,,2287,,,IMEI_659016
"-48.2933,-48.6473",,,,,,6252051131229,,,,,,4295177739616,,False,conference,,,,,,1696650917,,,,,137,CELL_957,,,,IMEI_238976,
,,,,CELL_830,,5893949722327,,,7044450601072,,,,,False,,,10/24/2023 01:59:01,"50.8871,-12.6169",621,,,,,,,,,video_out,,,IMEI_702876,
,,,1692852665,,,,,,,1533691419452,,4343464340642,,False,video_in,CELL_783,,,,,,,,IMEI_721924,,2148,,,,,,
,,,,,"-8.4643,-36.7825",,,,5161293088782,,,,IMEI_336992,False,,,,,,1492219195520,,20/07/2023 08:59:14,,,,325,CELL_260,video_out,,,,
,conference,,,CELL_414,"-49.6435,-10.3095",,,,,5068212046709,,2757434440103,,False,,,,,730,,,2023-08-01 18:54:38,,,,,,,,,IMEI_704948,
"29.9118,162.4811",,,,CELL_314,,8271935594303,8310364872464,,,,video_in,,,False,,,1685633265,,,,,,,,,,,,2966,,IMEI_363249,
,,,,CELL_489,,,6379620859810,,,5357394819088,,,,False,,,,"26.7586,118.5780",505,,01/27/2023 11:37:09,,,,,,,conference,,,IMEI_387221,
,,,,,,,,,2187668735657,8306352855301,,,,False,conference,,,"6.0252,146.7975",,,2023-06-10 16:53:37,,,IMEI_741991,,,CELL_594,,2067,,,
,,,,,,,,3915313878368,,1784552312499,conference,,IMEI_874907,False,,CELL_280,11/26/2023 11:48:49,,,,,,,,,775,,,,"29.5936,16.7195",,
,,,,CELL_209,"86.4777,-82.4028",,,,,,,6527684512662,IMEI_702552,False,,,,,3382,6773634731384,,1685956108,,,,,,conference,,,,
,,,2023-12-12T04:13:46.000Z,,"88.5756,-94.7461",1274306045117,1192174964334,,,,voice_out,,IMEI_128486,False,,,,,,,,,,,CELL_152,1926,,,,,,
,,,06/01/2023 02:27:14,,,,,2123355430347,,,,,IMEI_703119,False,voice_out,,,,,5888530815974,,,,,,,CELL_431,,2059,"-62.1360,129.7389",,
,,,2023-07-17 06:44:08,,,,,,5734048371648,,video_out,,,False,,CELL_371,,,,6308047341761,,,,,,,,,2484,"-68.7002,69.0327",IMEI_805547,
,,,,,"-50.5445,-36.6259",,,,8659953686745,,,,,False,voice_in,,,,967,8416085314435,,05/29/2023 11:10:49,,,,,CELL_327,,,,IMEI_366084,
"46.3067,-55.7619",,,08/08/2023 05:54:03,,,1134745630385,,,6867302246684,,,,,False,,,,,,,,,,,CELL_239,,,conference,1755,,IMEI_469806,
,,5366120122592,,,,,,,,,,4925941800470,IMEI_603787,True,,CELL_920,,,,,,2023-11-28 00:53:06,,,,83,,voice_out,,,,
,,,,CELL_962,,,,6086663545223,,6582328689391,,,,False,video_in,,2023-09-22T02:29:52.000Z,"-10.3739,-140.1386",,,,,1675,,,,,,,,IMEI_540213,
,video_in,,,,,3344512896634,,,,,,1933925733908,,False,,,2023-02-22T04:03:57.000Z,"55.6702,165.2472",,,,,,,,2779,CELL_471,,,,,IMEI_254074
,video_out,,,,"-43.8974,47.5683",,,5611518807128,,5122982264574,,,,False,,CELL_249,07/02/2023 08:30:48,,,,,,,,,2135,,,,,,
,,,29/10/2023 11:06:00,,,,,7744859672620,,,,,,False,,,,,,1884270078817,,,,IMEI_849047,,,CELL_866,video_out,1421,"-21.4668,-179.9807",,
,,,2023-10-13 23:46:13,,,8537707582376,,2049493958301,,,,,IMEI_123493,False,,,,,,,,,2076,,CELL_251,,,conference,,"4.5203,142.5689",,
,,,,,,,,4748531335327,,7411705830406,,,,False,,CELL_154,,,,,,05/11/2023 20:09:04,,IMEI_169021,,3372,,video_in,,"55.0396,22.1517",,
,video_in,,,,,,1436782884228,,,,,,,False,,,1678947391,"65.8002,-2.8813",,1799925248168,,,,,CELL_278,,,,390,,,
"79.7621,46.4262",,7538064129066,1694682815,,,,2725412855342,,,,,,,False,voice_out,CELL_641,,,,,,,74,,,,,,,,IMEI_542436,
,,,,CELL_163,,,,,4775595129432,3937187747691,conference,,,False,,,,,,,,16/06/2023 03:07:50,,IMEI_102248,,115,,,,"0.6768,162.3825",,
,conference,,,,,8068151138726,,,8377034887764,,,,,False,,CELL_910,,,,,03/17/2023 03:09:38,,,,,1826,,,,"74.3333,-64.5877",,
"-51.3287,161.5603",,,,,,,1988117453721,,,4127102518329,,,,False,,,,,,,1675691643,,1647,,CELL_936,,,,,,IMEI_201070,
"-71.2327,171.7094",,,2023-12-29T06:36:37.000Z,,,1946565799863,,9252658565621,,,,,,False,,,,,,,,,599,,,,CELL_577,,,,IMEI_722436,
,,,,CELL_461,,,,,,3423737220884,,4730282889070,,False,,,11/03/2023 13:37:51,"48.8327,127.9925",,,,,2581,,,,,video_out,,,IMEI_232926,
,,3921276535268,,,,,,,5629246846380,,,,,False,voice_in,,2023-06-22T00:35:43.000Z,"13.4067,172.6734",,,,,,,,,CELL_423,,1632,,,
,,,,,,,,6534169942308,,,,,,False,,,,,,7084067539638,,05/25/2023 14:10:27,,,,,CELL_773,video_out,3391,"-58.7047,171.2269",,IMEI_554414
,,,,,,,,,,9477489663716,,6600118957883,,False,,,,"30.5101,-27.5541",1160,,,09/05/2023 06:49:09,,,,,CELL_137,,,,,IMEI_463183
,,7560896579726,,,,,,,8111207941683,,video_in,,,False,,,,,,,19/08/2023 05:25:34,,,,CELL_975,2922,,,,"83.3585,-145.1018",,IMEI_398846
,,9138587929892,2023-05-25T21:41:49.000Z,,,,9488491153832,,,,,,,False,conference,,,"19.8617,-26.5515",183,,,,,,CELL_319,,,,,,IMEI_612881,
,voice_out,,,,,9757154455900,1996613985303,,,,,,,False,,,,"25.6673,-75.4432",973,,2023-08-12 09:55:09,,,IMEI_869473,,,,,,,,
,voice_out,,,,"88.2941,96.9896",,,,,,,7457588836828,,False,,CELL_777,2023-06-25T01:21:35.000Z,,,2881959695017,,,6,IMEI_163815,,,,,,,,
,,,,CELL_640,,,2259606702123,,,9565812221016,conference,,IMEI_373354,False,,,,,,,1689087135,,,,,,,,2417,,,
"57.5835,34.0144",,,,CELL_495,,9623498209899,,,,,,2025908456390,,False,,,2023-03-14 02:29:20,,,,,,2579,IMEI_121509,,,,voice_out,,,,
"-42.5167,129.9427",,9310739371466,,,,,1116763872998,,,,,,,False,,CELL_419,05/23/2023 12:38:50,,,,,,407,,,,,voice_out,,,,IMEI_752846
,,,,CELL_373,,,,,,,,3103122585342,,False,voice_out,,2023-07-21T16:05:05.000Z,,,7933472735012,,,,,,,,,958,"85.5290,103.2372",IMEI_377522,
,,,,,"42.9837,-164.5742",,,,,,,2724369808330,,False,,,,,,1370808731573,11/10/2023 04:19:13,,,,CELL_238,997,,voice_out,,,IMEI_976925,
"-78.3377,-110.6644",video_in,,,,,,,7545095128964,,,,,IMEI_871948,False,,,1692572577,,54,5433906477811,,,,,,,CELL_730,,,,,
,,,,,"-31.5692,-4.2753",,,,,,,3722864246965,IMEI_722103,False,voice_in,,,,,9708180114609,,08/08/2023 09:09:06,3097,,,,CELL_302,,,,,
,,3926936103675,,,,,,,,,,8663407039069,IMEI_666368,False,,,,"-59.5876,-71.3046",,,1690762833,,3535,,CELL_834,,,voice_in,,,,
,,,01/05/2023 19:00:49,,,5804966366066,,,5277004268516,,video_in,,IMEI_337614,False,,,,"45.7111,-178.7616",,,,,1068,,CELL_737,,,,,,,
,,,,,,8849486166718,,,,,,2412500134992,,False,,CELL_105,2023-01-01T22:59:59.000Z,,,,,,,,,1425,,voice_out,,,,
,,,,CELL_147,,,5470072001933,,,,,,IMEI_937478,False,conference,,,,2635,6036633913864,,10/19/2023 13:22:50,,,,,,,,"-33.1808,36.5665",,
"-34.5119,86.4959",,,,,,2473432927463,1448129121830,,,,video_in,,,False,,,,,,,2023-03-04T21:24:48.000Z,,2235,,,,CELL_653,,,,IMEI_742559,
,,,,CELL_890,,,1823691380582,,,5162882715568,,,IMEI_610921,False,,,,,,,27/07/2023 14:29:31,,637,,,,,voice_in,,"87.6317,145.2449",,
,,,,,"14.0300,-41.0922",3820672391926,,,,,,7540668148540,IMEI_493845,False,,CELL_566,2023-06-24 21:17:32,,,,,,1882,,,,,video_out,,,,
"85.8241,126.7036",voice_in,1980315427013,,,,,4519283998292,,,,,,IMEI_541841,False,,,,,,,,2023-05-25T03:19:57.000Z,,,,,CELL_279,,1130,,,
,,5335298881557,23/06/2023 05:45:09,,"40.7786,14.6814",,3131227491933,,,,video_in,,,False,,CELL_131,,,,,,,1717,,,,,,,,,
,,9182995976780,,,,,,,3390069674173,,video_in,,,False,,,,"-75.9643,-43.6985",,,2023-02-04 05:38:48,,,IMEI_139806,,393,CELL_839,,,,,
,voice_out,5151015800241,2023-07-29T14:06:05.000Z,CELL_305,,,,,8222358720495,,,,IMEI_114832,False,,,,"8.5590,152.5033",,,,,,,,,,,1294,,,
,voice_out,5404725437889,05/05/2023 01:53:45,,,,,5155040915487,,,,,,False,,,,,,,,,,IMEI_794316,CELL_121,,,,32,"2.5467,-10.0522",,
,,,,,,,,,9427911032484,9369830621145,,,,False,,,08/30/2023 03:19:30,"-18.6862,93.5165",,,,,405,,,,CELL_987,video_out,,,,IMEI_625255
"12.0156,6.2569",conference,4729365595690,,,,,,8037312918835,,,,,IMEI_653124,False,,,,,,,1697167695,,2121,,,,CELL_208,,,,,
,,9780863297166,,,,,,,,,conference,2551834239734,,False,,,2023-07-25 22:30:50,,,,,,3438,,,,CELL_892,,,"29.6923,125.7522",IMEI_975656,
,,,,,,,6788456760731,,,,,,,False,conference,,,,1401,7337114605691,,1683296108,,,,,CELL_420,,,"-78.0888,18.1072",,IMEI_790257
,voice_out,,,,"75.2888,-69.0391",,,,,,,4295771845105,IMEI_405084,False,,,,,,1566007482889,2023-01-19T10:36:55.000Z,,,,CELL_998,2279,,,,,,
"-69.7471,-97.3443",,,2023-01-30T07:26:13.000Z,,,7439679797229,,,7127312100373,,,,,False,voice_out,CELL_534,,,954,,,,,IMEI_268435,,,,,,,,
,conference,,1683586829,,,5260005666284,,,,,,4716449832246,,True,,CELL_234,,"-14.3293,14.4076",,,,,,,,1179,,,,,IMEI_546446,
"22.2447,40.3859",,,,,,,,,,,,2667965121462,IMEI_414548,False,,,10/01/2023 05:39:28,,,1703373195694,,,,,,,CELL_293,,505,,,
,conference,8503176168985,,CELL_749,,,5417671951098,,,,,,,False,,,,,,,1697930901,,,,,277,,,,"37.9875,-64.0694",IMEI_871583,
,,,,CELL_614,"-51.1599,-108.7020",9650066847798,9629920998148,,,,,,,False,video_in,,,,,,,07/31/2023 09:18:04,2974,,,,,,,,,IMEI_947151
,,6374163525848,,,,,4982409342446,,,,voice_in,,IMEI_472742,False,,CELL_918,,"29.5104,20.2223",,,,2023-04-05T19:46:24.000Z,,,,,,,2208,,,
,,,,,,,,5116745782755,,,video_in,,IMEI_524279,True,,CELL_410,,"-32.4292,-130.4750",,3252928056635,13/04/2023 06:08:29,,,,,,,,3564,,,
,video_in,1062874483337,2023-12-01T06:53:45.000Z,CELL_774,"-62.0333,151.4295",,,,,,,4619888622009,,False,,,,,,,,,,,,,,,1018,,,IMEI_163135
,,,,CELL_201,,9547477964216,5060269694753,,,,,,,False,,,,,2703,,,1692376256,,,,,,,,,IMEI_744771,
,,,2023-03-11 07:03:22,,,,,8294691283532,,4654699296591,,,,False,,,,"-71.8168,78.9375",1136,,,,,,,,,,,,,IMEI_782536
"87.8906,-30.4723",,1155468332113,04/13/2023 09:06:59,,,,,,5411321194492,,,,IMEI_390448,False,voice_in,CELL_815,,,,,,,,,,,,,1055,,,
,conference,,,,,,,,,7979836351509,,5305511358316,,False,,,,,1411,,,2023-08-15T10:18:09.000Z,,,CELL_753,,,,,"-37.1376,-171.6646",,IMEI_535314
,video_in,,,CELL_984,"78.9337,-124.2694",7326052057294,6420164259882,,,,,,,False,,,,,,,,08/09/2023 05:19:55,,,,656,,,,,,IMEI_147569
,video_in,,2023-11-10T16:47:10.000Z,,,,,5961993552728,,,,,,False,,,,,,8602661273005,,,301,,CELL_109,,,,,"-68.6913,-91.0625",IMEI_545876,
,video_in,9881293136807,,CELL_500,"45.9218,-75.4415",,3387425276247,,,,,,,False,,,02/22/2023 11:03:21,,,,,,2830,,,,,,,,IMEI_963799,
,,,21/04/2023 23:12:54,,,2131185974828,4024597318288,,,,,,,False,voice_in,CELL_763,,"-47.3889,-28.5412",1821,,,,,,,,,,,,IMEI_465682,
,,,,CELL_544,"67.0296,-107.0693",,,,7106943198603,,,,,False,,,,,,1760779277915,2023-02-06 13:02:27,,,,,3190,,,,,IMEI_738115,
,,,,,,4587168265188,,,2432933321738,,video_in,,,False,,,,"1.5977,-142.2006",,,,01/08/2023 16:43:07,,IMEI_714804,,1704,CELL_151,,,,,
,,,,,"-52.3514,-98.8351",,,,7890823269849,,,,,False,,,08/01/2023 17:03:57,,,1772278640055,,,,,,3192,,video_in,,,IMEI_377563,
,,,,,"43.8290,-116.0292",,7922497883109,,,,,,,False,,CELL_117,,,1241,3201488396181,30/12/2023 09:57:39,,,,,,,video_out,,,,
,,,,,,8604292045139,6200615626713,,,,,,,False,conference,,1693867633,,657,,,,,,,,CELL_703,,,"17.8790,-53.1927",,IMEI_235069
,,,,,"-87.1162,-79.4475",,,8955517669203,,,voice_out,,,False,,,,,,4408726871923,07/15/2023 21:46:50,,,,,,CELL_190,,152,,,
,,,10/08/2023 09:31:21,CELL_537,"15.7244,-35.4711",1462960637277,,,7700634096268,,video_out,,,False,,,,,,,,,,IMEI_475710,,,,,3238,,,
,voice_out,7132904797612,16/07/2023 18:46:31,,,,,,,,,7336721194189,,False,,,,"-55.8126,34.4624",1480,,,,,,,,CELL_261,,,,IMEI_931269,
,,,,,,6053490490129,,,5972326030029,,conference,,IMEI_836661,False,,,,"61.2438,134.0178",,,,1686835252,,,CELL_861,2687,,,,,,
,,,,CELL_497,,,3550903251009,,,,,,IMEI_220331,False,,,22/09/2023 10:04:36,,2787,6347855175902,,,,,,,,video_in,,"-28.0246,-42.6419",,
"32.4950,-140.5139",voice_in,,,,,,,,8563540970096,,,,,False,,,15/04/2023 14:58:25,,,5324419972645,,,,IMEI_198382,,1655,CELL_508,,,,,
,,,,,,,,1407902547398,,3926769561133,conference,,,False,,,2023-07-03T20:30:35.000Z,"4.8391,111.6643",3447,,,,,IMEI_564299,CELL_756,,,,,,,
,,,,,,6555871637550,8203084472290,,,,conference,,,False,,CELL_757,,,,,1697100200,,,IMEI_304026,,,,,1748,"-47.9401,-149.4698",,
"58.7724,-97.4779",,8712833792720,2023-04-22 09:13:20,,,,,,,,video_out,3812088972178,,False,,,,,923,,,,,IMEI_895980,CELL_361,,,,,,,
"73.7788,179.1122",video_in,,2023-09-18 09:34:45,,,,,,2194621508737,,,,IMEI_669625,False,,,,,284,3566337840037,,,,,,,CELL_947,,,,,
"69.4458,-150.5103",video_in,2158909913776,,,,,,,7754164724008,,,,,True,,,,,,,22/10/2023 08:54:26,,,IMEI_719986,CELL_308,,,,2814,,,
,,4602188733182,,,,,,6523328072508,,,,,,True,voice_in,,,"-56.5821,85.7249",,,25/08/2023 21:00:53,,,,CELL_280,,,,1802,,IMEI_514151,
,,,,,,,,6216624044705,,2600339835556,video_out,,,False,,,,,,,,01/27/2023 10:37:55,,,CELL_211,,,,284,"20.7185,133.5518",IMEI_812694,
,,2547537237586,,CELL_626,"50.3399,-149.7053",,,6712271919257,,,,,,False,,,01/28/2023 06:05:31,,,,,,,IMEI_435273,,,,voice_in,2938,,,
,,,09/07/2023 05:29:33,,,,,,5115229286601,,,,,False,,,,"82.5297,168.2823",,4893850930798,,,,,,,CELL_435,conference,2857,,,IMEI_534403
,,7664490138020,,,,,,,,,conference,8515325892012,IMEI_955323,False,,CELL_447,,,3465,,,2023-06-04T02:51:41.000Z,,,,,,,,,,
,,,,CELL_652,,,3485441563593,,,,,,,False,voice_in,,1674349170,"-57.9861,-61.0539",2449,4437940946840,,,,,,,,,,,IMEI_570738,
"-85.8029,68.2842",,,,,,,3420407362402,,,7178497284051,,,IMEI_172367,False,,CELL_972,,,,,,2023-11-04T22:57:36.000Z,,,,,,voice_in,1718,,,
,,3664905227239,1673665748,,,,6006629980056,,,,,,,False,,CELL_776,,,,,,,,,,,,voice_in,1112,,IMEI_958713,
"-38.9543,121.3105",,,,,,5006591940472,,,,,,6666380696048,,False,,,12/11/2023 00:23:55,,2096,,,,,IMEI_492515,,,CELL_536,voice_in,,,,
"-19.9675,-38.9129",conference,5105709742553,1690798676,,,,,7093765624049,,,,,,False,,,,,,,,,,,,,CELL_738,,498,,,IMEI_446179
,voice_in,,,,,,,,,,,9157190668262,IMEI_151628,False,,CELL_285,,,,1519560266851,1693176322,,2355,,,,,,,,,
,,9201473409067,,,,,,,5005037980572,,,,,False,,,,,,,2023-03-18T07:02:21.000Z,,,,CELL_987,,,,3400,"2.7982,-141.2877",IMEI_332162,
"-61.3182,-50.9946",,,2023-12-30 15:12:33,,,,,,,,voice_out,8522904609823,IMEI_455876,False,,,,,,6172906321444,,,,,,,CELL_830,,913,,,
,,,07/17/2023 22:57:57,,"-20.2960,-109.9689",,,,,3392698502545,,3047980148329,,False,conference,CELL_446,,,,,,,,,,,,,1280,,,IMEI_404265
,,3845636069212,,,,,9676605010626,,,,voice_out,,,False,,,,"-64.4998,-55.4810",1667,,15/10/2023 03:53:19,,,,CELL_265,,,,,,IMEI_250773,
,,,,,,6574700396571,,,,,voice_in,3751347064932,IMEI_277265,False,,,12/02/2023 09:29:11,,,,,,2952,,CELL_442,,,,,"-54.2769,14.3259",,
,,,,,"-61.2891,117.9833",4588623612222,4601045149085,,,,video_in,,,False,,,,,,,2023-08-13T18:43:36.000Z,,,,,,CELL_172,,3100,,,IMEI_750959
,,,,,,,,9733172949060,,,,,,False,voice_out,,,,933,8391478567538,,01/09/2023 14:09:29,,,,,,,,"-72.0406,173.4793",,IMEI_600429
,,,,,,,,,3118353969141,,,,,True,,,23/08/2023 19:43:57,,,1242360324943,,,2147,,CELL_502,,,video_out,,,,IMEI_830130
,,9876200127839,2023-05-21T13:51:02.000Z,,,,,2801330202988,,,,,,False,video_out,CELL_239,,,1363,,,,,,,,,,,"-85.7638,55.3302",,IMEI_447179
"-84.8848,-162.4530",,8608952999576,,,,,,1069684832995,,,,,IMEI_814500,False,voice_in,,,,,,1695602222,,361,,,,CELL_292,,,,,
,,9966065732349,2023-09-30 05:37:41,,"-41.6635,-3.1197",,,,,,conference,1876357220797,,False,,,,,219,,,,,,,,CELL_428,,,,,
"42.6811,-148.8236",,,,,,3648303635033,6517987307092,,,,voice_out,,,False,,,08/22/2023 23:33:06,,,,,,,,CELL_204,,,,2477,,,IMEI_686539
,,,11/18/2023 10:27:31,,,8700752081534,,6177650924982,,,,,,False,conference,,,,2851,,,,,,CELL_288,,,,,,,IMEI_880876
,,,,,"9.0426,81.5940",,3831282697623,,,6968612505610,video_in,,,False,,,2023-05-26T18:19:56.000Z,,1280,,,,,IMEI_153165,CELL_598,,,,,,,
"82.2280,-76.6793",,,,,,4200646208294,2618250615073,,,,video_out,,,False,,,01/24/2023 15:23:14,,,,,,,IMEI_906438,,,,,3321,,,
,video_in,,,,"-49.4966,127.8765",,9895879004464,,,,,,,False,,CELL_701,,,,9245359810170,,2023-07-02 08:59:03,,IMEI_354939,,,,,1898,,,
,,,07/04/2023 09:21:40,,,3677171983491,,,5072087588321,,,,,True,,,,,,,,,,,CELL_345,1598,,voice_in,,"58.8184,-69.4100",,IMEI_914417
"-48.7236,-104.2008",,,,CELL_915,,3025440800334,,2281760902039,,,,,,False,voice_out,,,,1115,,,1688683767,,IMEI_342336,,,,,,,,
,,,1678256109,,"-15.2802,-176.9225",7492091193639,9273881255356,,,,,,IMEI_338464,False,,,,,,,,,,,CELL_669,,,voice_out,778,,,
,,7575986906250,,,,,,7739383265406,,,,,,False,video_out,,26/05/2023 09:01:56,"-89.3311,24.5648",145,,,,,IMEI_103687,,,CELL_144,,,,,
,,,17/01/2023 11:16:28,,"-76.0228,126.7002",,1576914758776,,,,voice_in,,,False,,CELL_978,,,,4655402771634,,,,,,,,,1006,,IMEI_624008,
,,7060406593425,09/21/2023 14:38:32,,,,,,3532965314298,,video_out,,IMEI_656142,False,,,,,,,,,,,CELL_554,,,,2923,"-68.6882,-96.1055",,
"25.9285,-26.7344",voice_out,,,,,4124935808196,,,9158507495266,,,,,False,,CELL_868,,,3463,,,28/10/2023 10:43:12,,,,,,,,,IMEI_428018,
,,6871507691416,2023-01-06T02:17:41.000Z,,,,5728442488769,,,,,,IMEI_111062,False,conference,,,,3342,,,,,,,,,,,"8.9950,169.0442",,
,,,,CELL_790,,,,7554249999028,,,,,,False,,,14/08/2023 01:15:45,,,9427811287155,,,3201,IMEI_219081,,,,video_in,,"-9.4495,121.5829",,
"64.8091,50.4367",,,1686180871,,,3930771505952,,,7160336259075,,,,,False,video_out,,,,,,,,3015,,CELL_809,,,,,,,IMEI_393403
,video_in,,,CELL_271,,2389871767486,,,,,,8414112213831,,False,,,23/03/2023 03:49:31,"-65.0290,150.9151",,,,,,IMEI_904059,,979,,,,,,
"-30.2671,-97.4996",,,,,,6069387582719,,,,,,1897966174330,,False,,CELL_762,,,,,,1689388626,85,IMEI_310996,,,,conference,,,,
,,,,,,,,,8082963851915,6026818398584,voice_out,,,False,,,01/23/2023 06:32:14,"79.5141,54.3088",,,,,,,,616,,,,,,
,,,,,,8050089848165,3095133320288,,,,,,,False,,,10/01/2023 02:49:46,,,,,,1830,IMEI_426482,,,CELL_363,conference,,,,
,,,,CELL_249,"21.2867,-87.0369",,,,,,,2401443392310,,False,voice_out,,1685860672,,,1318855634348,,,,,,1518,,,,,IMEI_991288,
,,,29/12/2023 23:56:59,CELL_761,"-40.1070,62.8125",4191472949787,,2368726083331,,,,,,False,conference,,,,,,,,,,,2318,,,,,,IMEI_100807
,,,,,"-48.2878,-71.0741",,,,8733568370025,5886443312090,video_in,,,False,,,,,1482,,20/05/2023 14:28:02,,,IMEI_958136,CELL_197,,,,,,,
,,2934708417040,2023-08-06T03:50:17.000Z,,"-62.7320,25.5954",,,,1681561872663,,,,,False,voice_in,,,,1504,,,,,IMEI_820274,,,CELL_577,,,,,
,,,,,,1782764503904,,,,,,7212968347710,,False,,,,,994,,,2023-12-28T07:30:40.000Z,,IMEI_167981,,,CELL_375,video_in,,"-42.4002,-139.9527",,
