communication_type,call_type,call_length,geo_coordinates,setup_time,call_duration,tower_location,bts_id,call_category,start_time,callee_id,tower_id,called_party,imei,a_number,terminating_number,equipment_id,cell_id,originating_number,b_number,subscriber_location,terminal_id,location,duration,cell_identity,caller_id,device_id,is_fraud,calling_party,connection_time,call_start,service_type,billable_seconds
,,,,,,,,,,,,,,5072087588321,,,CELL_345,,3677171983491,,,"58.8184,-69.4100",1598,,,IMEI_914417,True,,07/04/2023 09:21:40,,voice_in,
,,,,1688683767,,,,voice_out,,,,,,,,IMEI_342336,,,3025440800334,"-48.7236,-104.2008",,,,CELL_915,2281760902039,,False,,,,,1115
,,,"-15.2802,-176.9225",,778,,,,,,,,,,,,CELL_669,,7492091193639,,IMEI_338464,,,,,,False,9273881255356,1678256109,,voice_out,
,,,,,,"-89.3311,24.5648",,video_out,26/05/2023 09:01:56,,CELL_144,7575986906250,,,,IMEI_103687,,,,,,,,,7739383265406,,False,,,,,145
voice_in,,,"-76.0228,126.7002",,1006,,CELL_978,,,,,,IMEI_624008,,4655402771634,,,,,,,,,,,,False,1576914758776,17/01/2023 11:16:28,,,
video_out,,,,,2923,,,,,,,7060406593425,,3532965314298,,,CELL_554,,,,IMEI_656142,"-68.6882,-96.1055",,,,,False,,09/21/2023 14:38:32,,,
,voice_out,,,28/10/2023 10:43:12,,,CELL_868,,,,,,IMEI_428018,9158507495266,,,,,4124935808196,"25.9285,-26.7344",,,,,,,False,,,,,3463
,,,,,,,,conference,,,,6871507691416,,,,,,,,,IMEI_111062,"8.9950,169.0442",,,,,False,5728442488769,2023-01-06T02:17:41.000Z,,,3342
,,3201,,,,,,,14/08/2023 01:15:45,,,,,,9427811287155,IMEI_219081,,,,,,"-9.4495,121.5829",,CELL_790,7554249999028,,False,,,,video_in,
,,3015,,,,,,video_out,,,,,,7160336259075,,,CELL_809,,3930771505952,"64.8091,50.4367",,,,,,IMEI_393403,False,,1686180871,,,
,video_in,,,,,"-65.0290,150.9151",,,23/03/2023 03:49:31,,,,,,,IMEI_904059,,8414112213831,2389871767486,,,,979,CELL_271,,,False,,,,,
,,85,,1689388626,,,CELL_762,,,,,,,,,IMEI_310996,,1897966174330,6069387582719,"-30.2671,-97.4996",,,,,,,False,,,,conference,
voice_out,,,,,,"79.5141,54.3088",,,01/23/2023 06:32:14,6026818398584,,,,8082963851915,,,,,,,,,616,,,,False,,,,,
,,1830,,,,,,,10/01/2023 02:49:46,,CELL_363,,,,,IMEI_426482,,,8050089848165,,,,,,,,False,3095133320288,,,conference,
,,,"21.2867,-87.0369",,,,,voice_out,1685860672,,,,IMEI_991288,,1318855634348,,,2401443392310,,,,,1518,CELL_249,,,False,,,,,
,,,"-40.1070,62.8125",,,,,conference,,,,,,,,,,,4191472949787,,,,2318,CELL_761,2368726083331,IMEI_100807,False,,29/12/2023 23:56:59,,,
video_in,,,"-48.2878,-71.0741",,,,,,,5886443312090,,,,8733568370025,,IMEI_958136,CELL_197,,,,,,,,,,False,,,20/05/2023 14:28:02,,1482
,,,"-62.7320,25.5954",,,,,voice_in,,,CELL_577,2934708417040,,1681561872663,,IMEI_820274,,,,,,,,,,,False,,2023-08-06T03:50:17.000Z,,,1504
,,,,2023-12-28T07:30:40.000Z,,,,,,,CELL_375,,,,,IMEI_167981,,7212968347710,1782764503904,,,"-42.4002,-139.9527",,,,,False,,,,video_in,994
,,,,,78,"7.1606,-132.1227",,,2023-01-30T20:07:09.000Z,,CELL_559,,,,,,,,8997218146473,,IMEI_157655,,,,,,False,2182810202566,,,voice_in,
,conference,,,,,,,,,,CELL_141,,,,6332470485366,,,9809810397559,,,,"66.7588,-80.0116",,,,IMEI_497704,False,,25/11/2023 08:54:35,,,629
,,424,,,,,,,,,CELL_873,,IMEI_256012,,6750581529658,,,,,,,,,,,,False,4955198673590,,1687071334,video_in,
,,2531,,,,,,voice_in,,,,,IMEI_528359,,,,CELL_568,,8317258115713,,,"-36.9958,-27.7653",,,8168401052008,,False,,,1689916899,,
,,3001,,07/21/2023 03:51:29,,"-65.8431,-31.9008",,voice_out,,,,,,2415320087950,2477166723744,IMEI_225930,CELL_645,,,,,,,,,,True,,,,,
voice_in,,,,,2722,,,,,,,,,,,IMEI_206526,CELL_169,6564881168843,5258428486375,"31.8604,-176.1234",,,,,,,False,,1694975154,,,
conference,,,,2023-12-01T03:00:57.000Z,,,,,,,,,,,9991141522733,,,8829588530459,,"43.0448,-79.2970",IMEI_324134,,2582,CELL_705,,,False,,,,,
,video_in,,,,,,,,2023-09-23T10:37:34.000Z,,CELL_886,,,,,,,2915806633006,9943689668901,,,,1706,,,,False,,,,,
,,,"15.2593,-121.4368",,,,CELL_953,conference,1696628811,7644777613939,,,,,,IMEI_201692,,,,,,,2216,,1042121036748,,False,,,,,
,,,,,1077,,CELL_688,video_out,02/23/2023 18:47:17,,,9947199253573,,,,IMEI_191660,,,,"-22.3191,109.8653",,,,,3237215561962,,False,,,,,
video_out,,,"79.4847,45.5831",,2579,,,,,,,,,,,,CELL_768,,4747008869682,,IMEI_302138,,,,,,False,6060423924767,2023-04-27 19:12:32,,,
video_out,,,,1694104137,,"-19.2376,-160.1868",,,,1870801794618,,,,3765413762781,,,CELL_930,,,,,,,,,IMEI_347936,False,,,,,2338
,,,,1698837134,1353,"-39.1363,170.2616",,,,2203283960559,CELL_824,,,,,,,,,,IMEI_921825,,,,9771755120982,,False,,,,,
,,,,,,,,voice_in,02/09/2023 04:14:52,,,9399915269302,IMEI_559513,,,,CELL_461,3138438644431,,"49.0190,-137.7277",,,,,,,False,,,,,1221
,voice_in,,,,3218,,,,,,,,,3074800691892,,,,,8623468088065,"3.6514,29.3743",,,,CELL_762,,IMEI_686962,False,,,19/07/2023 07:55:47,,
,,,,2023-04-12 23:50:30,,,,,,,,8837751012206,,2121054527506,,,CELL_345,,,,IMEI_816881,"-62.9056,-78.7080",2478,,,,False,,,,voice_out,
,,,,,,"-87.9873,11.8725",,,,,,,,,9282466345994,IMEI_320908,,,,,,,466,CELL_230,,,False,7991124127520,2023-12-23 04:49:12,,voice_in,
,,,,,,,,voice_in,,,CELL_583,,,,,,,,3977059436666,"36.5820,-155.8811",IMEI_491238,,,,1477697974114,,False,,,20/03/2023 05:50:02,,3552
,video_in,,,,,,,,,4369757222820,CELL_210,,,,,,,3902584361323,,,IMEI_801941,,396,,,,False,,,19/05/2023 15:27:39,,
,video_in,,,2023-06-28T12:46:13.000Z,,"-63.5886,50.5021",,,,1829192210755,,,,,,,,,,,IMEI_652227,,647,,,,False,4419564107600,,,,
,,,,2023-08-21 15:33:24,1096,,,,,,,,IMEI_642751,,3822028515331,,CELL_580,,,,,"-49.2779,-18.4592",,,3113748067725,,False,,,,video_in,
,voice_in,,,24/06/2023 15:05:33,134,"9.3459,-74.3504",,,,,,1221469805775,,,,IMEI_531610,CELL_403,4142418366879,,,,,,,,,False,,,,,
video_in,,,,,2359,"38.7929,60.8137",,,,,,,,,,,,,2103387511635,,,,,,8424810321553,IMEI_570614,False,,,2023-08-06 01:25:32,,
,,696,,2023-05-23 21:20:10,,,,video_out,,,,,,3932714467752,,,CELL_802,,4209963040449,"84.9467,-22.1952",,,,,,IMEI_209057,False,,,,,
,,1571,,2023-08-17 00:16:40,,,,video_out,,,CELL_557,,,,,,,,2658008197224,,,"2.0105,57.5779",,,,IMEI_822179,True,4198938250927,,,,
video_in,,,"-26.1368,160.5889",,2067,,,,,,,2022961708369,,,,IMEI_514764,CELL_265,,,,,,,,7796699244291,,False,,,01/10/2023 09:20:54,,
,voice_in,327,,,,,,,2023-11-04 00:43:09,,,,IMEI_630820,,,,,5698122836682,2783330573989,"-87.9713,165.1442",,,,CELL_179,,,False,,,,,
,voice_in,,,1695571378,,,,,,,CELL_747,,,2940294086645,,,,,6953950141451,,IMEI_710442,"-43.6948,-154.0571",,,,,True,,,,,1769
,,3412,,,,,,conference,2023-03-13T02:46:23.000Z,,CELL_682,,,,,,,9599895126523,7014254800605,"-22.9446,-0.4429",,,,,,,False,,,,,
,,,,06/09/2023 11:15:16,,,CELL_558,video_out,,7033079424427,,,,,,,,,,"15.7330,51.3106",,,,,,,False,6215736966798,,,,1568
,voice_out,,,,,,,,,3640577321556,CELL_602,,,6409404759228,,,,,,"-47.8313,-30.3658",IMEI_487776,,,,,,False,,20/03/2023 11:10:45,,,1957
,,,,,,,,,1674920843,2754160434379,,,,,,,,5042593641751,,"74.1584,83.5065",IMEI_516394,,,CELL_786,,,True,,,,video_out,584
,,1212,,,,,,,2023-03-25 10:31:57,,CELL_742,,IMEI_545961,,,,,,8023904088799,,,"77.7517,-150.7240",,,5660850724377,,False,,,,voice_out,
,voice_in,,,,,,,,,,,,,,2565523713470,,CELL_215,,,,IMEI_587020,"0.6624,155.1314",1601,,,,False,7842971521707,,10/18/2023 03:29:44,,
,,,,01/18/2023 20:24:54,,,,video_out,,5385955550421,CELL_494,,,,,IMEI_928110,,3154584936005,,"4.5662,24.2012",,,2819,,,,False,,,,,
,,,"-47.9458,105.4398",,2745,,,,,,,3712903047973,,8266855793034,,,CELL_196,,,,,,,,,IMEI_611428,False,,1701404066,,video_out,
,,,,,,,,video_in,,,,,IMEI_109559,,4875488340788,,,,,,,"45.2585,94.3553",,CELL_683,,,False,9659251653849,2023-07-24 21:56:48,,,1426
,,,"-48.3518,-100.3050",05/26/2023 23:24:42,,,,conference,,,,,,,,,CELL_988,,4223435371083,,,,,,,,False,7966531876885,,,,329
video_in,,,,2023-02-16T22:58:52.000Z,,,,,,,CELL_890,,IMEI_630602,,,,,7005089041358,7873654411705,,,"-52.4869,74.7527",3081,,,,False,,,,,
,conference,460,,2023-04-10T18:45:12.000Z,,,,,,,,,,,9142260308958,,,,,,IMEI_751626,"-34.0666,-3.2540",,CELL_800,8700762194832,,False,,,,,
,,,,,,,,,2023-02-18 14:04:51,,,,,9289411873948,9537712876858,IMEI_737282,CELL_354,,,"-45.0729,120.9606",,,958,,,,False,,,,voice_in,
,voice_in,,,,,"-25.8047,168.7335",,,,8714474338512,CELL_361,,,,,,,,,,IMEI_555915,,1456,,,,False,7961592009088,,09/06/2023 09:37:49,,
video_in,,2555,,2023-07-24 04:01:03,,"21.7377,99.1163",,,,,,6904109463985,,3863766551355,,IMEI_826989,,,,,,,,,,,False,,,,,
,,,,,,,,video_out,2023-06-02 21:23:58,5639065231365,CELL_913,,,5259556963782,,,,,,"-51.8016,-133.2776",,,,,,,False,,,,,3083
video_out,,1548,"-63.1416,120.8691",07/13/2023 17:27:49,,,,,,,CELL_326,,IMEI_445811,,,,,,8731787225768,,,,,,1319523885886,,False,,,,,
,video_in,,,,,,CELL_859,,2023-03-27T03:31:14.000Z,,,7523261948566,,,,,,6989875607233,,,IMEI_166727,,,,,,False,,,,,1103
,video_in,,"-77.2713,71.7705",,,,,,2023-05-16 08:37:22,4662902925614,CELL_925,,IMEI_809594,2264948157661,,,,,,,,,2658,,,,False,,,,,
,,2876,"44.4063,176.1463",,,,,,,,,,IMEI_389905,,,,,7247862475842,5136584739618,,,,,CELL_936,,,False,,,1685866092,,
,,,"55.4337,129.3296",,695,,,,,,CELL_618,6300618329383,,,,,,,,,,,,,,IMEI_753101,False,4598361910838,1675313781,,voice_out,
,,31,,,,,,voice_out,,,,,,,2092490423510,IMEI_351807,CELL_674,,,"1.4239,39.0026",,,,,,,False,8879436668327,1680061091,,,
,voice_in,,,,,,,,,,CELL_657,9151968649025,,,,,,,,,,"-57.3916,109.9701",2556,,,IMEI_442242,False,2436469335008,1702887929,,,
,video_out,2350,"-59.4316,66.1335",2023-07-04 11:31:38,,,,,,,,,IMEI_602504,,,,CELL_491,7647900838202,6007706075019,,,,,,,,False,,,,,
,voice_out,,,,104,,,,,7115391520512,,,,,,,,,,,,"-50.1184,39.3707",,CELL_163,9352984938741,IMEI_367648,False,,1701596966,,,
,,,,1673434737,,,,video_out,,,CELL_785,,IMEI_276714,,,,,,5582965327882,,,"-51.8888,-154.3627",,,,,False,7356025653227,,,,1230
conference,,,,1690297304,,"89.9675,44.0137",,,,,,2557416646785,IMEI_576340,,,,,6764974539450,,,,,,CELL_553,,,False,,,,,2374
,video_in,3550,,,,"-34.5506,-48.4877",,,2023-02-16 08:23:37,,CELL_579,,,,3533398982907,,,,,,,,,,,IMEI_900884,False,6792112318708,,,,
,video_in,,,,,,,,,1976888516189,CELL_987,,,5553316963115,,IMEI_445382,,,,"-64.2925,14.9832",,,,,,,False,,,2023-08-11 07:37:35,,2491
,video_out,,,,,,,,,,CELL_369,,,5866970945805,,,,,1410297182797,,IMEI_811958,"6.4707,-148.2514",920,,,,False,,,12/09/2023 02:22:50,,
video_out,,1660,"-54.9906,82.3541",,,,,,2023-05-08T21:52:12.000Z,,,2251043303563,,9733546708958,,,,,,,IMEI_878946,,,CELL_715,,,False,,,,,
,video_out,,,,1373,"62.0131,96.8898",,,2023-11-07 05:18:47,,CELL_915,3674764805171,,,,,,1819036278294,,,IMEI_259179,,,,,,False,,,,,
,,,"-39.9082,-78.5518",2023-01-09 03:26:15,,,,,,,,,IMEI_785256,,6404905606334,,,6194718976350,,,,,2531,CELL_915,,,False,,,,video_in,
voice_out,,2162,,,,,,,,5753548466319,,,IMEI_956656,,,,CELL_826,5842111933482,,"-26.8544,38.0646",,,,,,,False,,08/21/2023 16:59:17,,,
,voice_out,,,,1868,"-8.9191,151.2019",,,,4258449947393,,,,,,IMEI_629066,,,,,,,,,9259007158122,,False,,07/06/2023 01:23:06,,,
,video_in,,,2023-09-20 06:04:03,,,,,,,,,IMEI_769187,,3508271715390,,,,,"-55.1490,117.0929",,,691,CELL_405,9007478121386,,False,,,,,
,voice_in,,"-35.8330,-144.9744",,877,,,,,,,2238399774529,,,,IMEI_358450,CELL_891,3207745412803,,,,,,,,,False,,,2023-06-15 04:36:58,,
,,,,,,,,,2023-12-27T07:34:04.000Z,6906820414817,,,,,,,,,,"65.4177,-67.3239",,,,CELL_554,,,False,8685408620637,,,voice_in,44
,voice_out,,,,,"-6.2238,-124.4547",,,,,CELL_120,,,,4497607206870,IMEI_408985,,9906384588285,,,,,2536,,,,False,,,1701113353,,
,,,,,2049,,,voice_in,,6699126595833,,,,,,,,,,"-30.4989,-140.3161",IMEI_900856,,,CELL_444,1139929828995,,False,,2023-12-05T20:44:26.000Z,,,
,,,"-25.8013,100.4349",,,,,,10/15/2023 21:20:16,,,,,,8205525840403,,CELL_548,7213404958972,,,,,2942,,,IMEI_877988,False,,,,video_out,
voice_in,,480,,,,"-3.7713,134.7387",,,,,,6818668728999,,3669448095169,,,,,,,IMEI_981421,,,CELL_796,,,True,,16/11/2023 03:13:04,,,
voice_in,,,,06/12/2023 01:05:27,3491,,,,,4469797999391,,,,,,,CELL_580,,,"-9.2036,45.8325",IMEI_598816,,,,2321327035536,,False,,,,,
,,,,,,,,voice_in,2023-04-19 12:02:26,,,3627328482170,,,,,CELL_513,8222522037389,,"79.8675,175.8342",IMEI_750516,,3556,,,,False,,,,,
voice_in,,,,,1656,,,,2023-09-21T22:13:24.000Z,,,,,,,,,,6281501673557,"1.1878,-132.8557",IMEI_239956,,,CELL_257,6533682895538,,False,,,,,
,,,,,,,,,,3440169165602,,,,,,,,,,,IMEI_315882,"-66.9448,74.0284",1096,CELL_899,6673914819974,,False,,08/08/2023 23:56:31,,voice_out,
,,,,2023-12-23T04:42:42.000Z,,,,,,,,,,,9743409052725,,CELL_908,,,,IMEI_844602,"5.7455,-157.3903",3496,,5612391971731,,False,,,,voice_out,
conference,,,,,3068,,,,2023-07-10T21:52:23.000Z,,,,,,6593827000481,,,,,,IMEI_162760,"-58.7901,61.1066",,CELL_542,9392284928598,,False,,,,,
conference,,,,2023-12-26 19:47:42,3266,,,,,8504868434632,,,,,,,,,,,,"-67.0796,98.9007",,CELL_306,4649356066433,IMEI_159938,False,,,,,
,,,,2023-10-04T22:25:29.000Z,1045,"0.3337,-156.4752",,,,,,3814294226005,,8484865344013,,,CELL_672,,,,,,,,,,False,,,,video_in,
conference,,,,,,,CELL_280,,07/20/2023 19:56:52,3452705641936,,,,6298397555022,,,,,,,IMEI_290884,"-2.8289,-114.2099",,,,,False,,,,,2594
,,,"-80.2564,-12.5879",,664,,,,2023-06-09T16:35:42.000Z,9792867766966,CELL_294,,,,,,,,,,IMEI_299024,,,,4376646041442,,False,,,,video_out,
voice_out,,2904,,,,,,,,,,9141567526929,IMEI_774966,3442310507628,,,,,,"69.1680,122.6948",,,,CELL_778,,,False,,08/11/2023 09:46:54,,,
video_in,,1382,,,,,,,,,,,IMEI_523375,3937147846080,,,,,8989072162540,,,"-15.0710,81.9817",,CELL_921,,,False,,,15/10/2023 15:23:37,,
video_in,,,,,,,,,,,CELL_913,,,,8941546677201,,,6127437485743,,"-65.3373,-21.1761",,,973,,,IMEI_217407,False,,,06/29/2023 01:25:47,,
,video_out,,,,1228,"-19.4440,70.1335",,,2023-03-22 16:25:37,2908159111880,CELL_748,,,,,,,,,,,,,,,IMEI_856280,False,3035652752748,,,,
,,1776,,,,"-63.9043,21.6351",,,09/27/2023 14:24:20,7349790659622,,,,,,IMEI_402261,CELL_762,,,,,,,,8535962496880,,False,,,,video_out,
,,,,2023-12-27 10:46:17,,,CELL_837,voice_out,,7205471679674,,,IMEI_501681,,,,,,,"-51.4169,127.7247",,,,,9727517021785,,False,,,,,3509
,,,,,,,,,2023-05-30T16:27:15.000Z,,CELL_466,,,,6809102193945,,,6676257596311,,,,"74.9467,-138.2614",2828,,,IMEI_201457,False,,,,voice_out,
voice_out,,3561,,,,,,,2023-06-24 02:03:30,7467255311815,,,,,,,,,,"8.8912,-34.1943",,,,CELL_551,,IMEI_868922,True,4020812163709,,,,
,,,,2023-07-11T04:40:22.000Z,,"-51.1388,-112.7371",CELL_920,conference,,,,,,,,,,2388441619197,2785312552598,,IMEI_611792,,2587,,,,False,,,,,
,,,,,,,CELL_702,voice_in,,,,,,,1017836395913,,,,,,,"-38.6545,133.2982",329,,5656870999601,IMEI_429852,False,,,2023-08-31 05:29:26,,
conference,,327,,,,,,,2023-08-22T11:56:43.000Z,,,9429059218178,IMEI_704210,,,,,,,,,,,CELL_691,,,False,1406501646581,,,,
,,1624,,,,,,video_out,,8300483172190,CELL_243,,IMEI_208083,,,,,,,,,"60.8859,-111.8981",,,,,False,1819279815234,,2023-05-23 07:15:20,,
,,,,,936,,,voice_in,18/05/2023 22:47:11,7057711786520,CELL_705,,,,,,,,,"88.7610,116.7088",,,,,4678502044947,IMEI_687831,False,,,,,
conference,,,"-79.4047,61.4280",,2175,,CELL_404,,,3637723946084,,,,,,IMEI_760655,,,,,,,,,,,False,9140990415019,,2023-07-29T01:52:27.000Z,,
conference,,,,,,,,,2023-10-22T13:17:35.000Z,,,4037505677293,IMEI_143620,,,,,,,,,"-24.4290,-67.7888",,CELL_820,,,False,8253589388750,,,,1872
,video_in,,,,,"-89.4919,-161.5033",,,2023-03-12T01:26:42.000Z,,,,,,,IMEI_858471,CELL_655,,2164304667615,,,,,,8733857777070,,False,,,,,3358
,video_in,1380,,,,"46.9507,139.5417",,,,,,,IMEI_620234,,,,CELL_588,3438416295356,5083230991271,,,,,,,,False,,,2023-03-13T00:58:39.000Z,,
,,,,,,,,,,,,9555169073695,,,,,CELL_253,1833948907699,,,,"72.0801,142.9500",1874,,,,False,,,2023-08-08T11:10:08.000Z,conference,
voice_out,,2788,,1685975418,,"15.8125,136.3265",,,,,,,,4419652933976,3158661936745,,,,,,,,,CELL_462,,IMEI_101819,False,,,,,
,,,,08/02/2023 23:45:15,,,,voice_in,,,,,IMEI_323617,,,,,2837043714955,8850625395321,"-73.5397,-82.2793",,,919,CELL_880,,,False,,,,,
,conference,1579,"65.9098,74.8386",,,,,,2023-07-20T05:23:00.000Z,,,,,,,,CELL_834,,7786201162239,,,,,,7034182967857,IMEI_195508,False,,,,,
,,936,,,,,,video_out,,,CELL_349,2267850937301,,,,,,,,"-16.1706,24.3150",IMEI_742788,,,,5470472944215,,False,,13/03/2023 01:07:27,,,
,voice_out,,,05/08/2023 16:24:27,,"-24.6397,156.8326",,,,,,,IMEI_797751,2812419104500,5757047636740,,,,,,,,,CELL_847,,,False,,,,,1587
,,,,,2711,,,,1692568314,,,,,,,IMEI_762638,CELL_330,4786171174937,2067475206233,"40.1190,9.4547",,,,,,,False,,,,,
,,,"71.8029,-158.2823",,1549,,,voice_in,,,,5056537397202,,,,IMEI_910813,,,,,,,,,6258310392486,,False,,12/11/2023 18:17:12,,,
voice_out,,421,,,,"-69.8802,-86.0301",,,,9489346679637,,,,,,,CELL_676,,,,IMEI_874301,,,,2704006315349,,False,,,2023-02-26 17:09:51,,
,,,,,,,CELL_177,voice_out,,7296255858135,,,,4976077253242,,,,,,,,"81.9999,23.9516",,,,IMEI_852285,False,,,28/05/2023 16:56:07,,3114
,,,,,,"89.2982,-20.9305",,,,,CELL_829,,,1936979769080,,,,,6882670003221,,IMEI_518641,,3280,,,,False,,26/11/2023 16:55:58,,video_out,
,voice_out,,,2023-11-14 09:35:12,3576,"9.1346,18.4563",,,,,,,,,8029195009513,,,,,,IMEI_565391,,,,6653173136921,,False,,,,,
,,,,,,,CELL_425,video_out,,2778214512797,,,,,,,,,,"-67.1587,-2.4562",IMEI_871781,,887,,,,False,3749608256376,23/03/2023 03:49:54,,,
conference,,813,,,,"64.8825,-67.2203",,,,,,,,,5270317545015,IMEI_341966,CELL_260,,,,,,,,,,False,7112898329027,04/03/2023 11:04:35,,,
,,2192,,02/08/2023 08:11:46,,"-34.2985,-88.8319",,,,,CELL_770,,,,,,,,8165046781978,,,,,,6459522139381,IMEI_988568,False,,,,,
,,2556,,,,,,,2023-01-31T21:39:58.000Z,,CELL_694,,IMEI_437830,,1732830487066,,,,,,,,,,,,False,7216321353010,,,video_out,
,,,"-81.5013,-7.1188",,1024,,CELL_266,voice_out,,,,,,,4368870254024,,,,,,IMEI_697401,,,,,,False,5777857341100,,2023-09-03 01:49:34,,
,,,,,,,,,,2824371444906,,,IMEI_916861,,,,,,,,,,,CELL_627,2396177883704,,False,,1677783921,,,861
,,1771,,,,"-24.1589,102.8712",,,2023-10-07T03:10:21.000Z,,,,,,,,CELL_922,,6232683247229,,IMEI_211852,,,,,,False,1319788614798,,,voice_out,
,,,,,,,,conference,,,,,IMEI_254671,,9440636812674,,,,,,,"13.8959,-32.1173",,CELL_676,,,False,1775787933600,1674621754,,,2196
,voice_out,,"11.0013,116.6504",,,,,,11/16/2023 04:33:07,,,5994029511980,,5778949823524,,,,,,,IMEI_132026,,,CELL_220,,,False,,,,,3497
,voice_out,,,,,,,,02/16/2023 13:57:34,,CELL_876,,,5818858567312,3417738892633,,,,,"-42.5562,-27.8106",,,,,,IMEI_942893,False,,,,,2391
video_in,,,"63.0885,-53.6834",09/14/2023 11:06:51,,,,,,3316114819828,,,,,,IMEI_320532,CELL_271,,,,,,,,6311291742334,,False,,,,,406
,video_in,,,,,,CELL_992,,1681742612,,,,,,,,,6461381615343,3202895844449,"59.0447,84.9563",,,1805,,,IMEI_779344,False,,,,,
,conference,1529,,,,,CELL_914,,,5394190843081,,,,,,,,9864029061581,,"-61.0819,42.9958",,,,,,,False,,2023-02-21 02:37:01,,,
,video_out,,"78.3076,53.7096",,1746,,CELL_150,,,1625700878892,,,,,,,,,,,IMEI_894211,,,,5534513554075,,False,,15/02/2023 00:55:37,,,
,,,,,630,,CELL_105,conference,08/09/2023 01:00:08,,,6009444208636,,,,,,,,,,"-27.4005,106.8966",,,1356350127359,IMEI_984218,False,,,,,
,video_in,1291,"-89.0795,-116.4742",2023-09-01T03:51:12.000Z,,,CELL_674,,,7560605239682,,,IMEI_927606,,,,,7685076501379,,,,,,,,,True,,,,,
video_in,,,,1696396051,,"11.0212,81.5062",,,,,,7204752762464,IMEI_317159,,,,,,,,,,3479,CELL_721,6065367186475,,False,,,,,
,,,,,2577,"1.5600,173.5020",,video_out,03/12/2023 10:46:05,,CELL_961,,,5477704551069,8187000342709,,,,,,,,,,,IMEI_674742,False,,,,,
video_in,,,,,1496,,,,,,,4418905316463,,,,,CELL_207,,,"-49.4423,-153.5001",,,,,4760670214736,IMEI_526105,False,,,04/30/2023 06:11:18,,
,video_in,,,,,,CELL_109,,,,,,,,1590063907715,IMEI_827585,,,,,,"30.2848,40.9070",,,,,False,3255661555941,11/05/2023 01:41:13,,,412
,video_in,1650,"-43.3902,18.6574",,,,CELL_568,,1692188799,,,4231091966467,,,,IMEI_510499,,,,,,,,,,,False,8826487545422,,,,
video_in,,,,2023-08-26T17:17:59.000Z,,,,,,,CELL_117,,,,,,,,9499170729775,,IMEI_603932,"-43.0032,-100.9455",,,,,False,9692122260645,,,,3503
,voice_out,1537,,,,,,,,,,,IMEI_623901,,4372977150786,,CELL_443,,,,,"66.0190,-170.2299",,,5495274757229,,False,,,2023-01-31T17:09:33.000Z,,
,,,,,,"-15.5312,-163.5937",,,,,,,,5075568157510,4377124014372,,CELL_443,,,,IMEI_776516,,3246,,,,False,,,2023-09-13 17:15:21,video_out,
,,,,,988,"50.6743,5.3990",,,24/08/2023 07:17:57,8078975392168,,,,,,IMEI_762290,,9809691063960,,,,,,CELL_548,,,False,,,,video_in,
voice_in,,,"14.9835,-21.9768",,,,,,28/07/2023 04:55:09,,,,,,1561873141710,,,5780238145115,,,IMEI_441525,,1245,CELL_956,,,True,,,,,
,,,,1690743091,364,"-19.3503,91.7765",,,,,,,,9783998600067,,IMEI_126240,,,7766258632197,,,,,CELL_454,,,False,,,,video_in,
,voice_in,,"58.6632,-154.5507",,3449,,,,,,CELL_307,,IMEI_630229,,,,,,6168131600827,,,,,,3524819580861,,True,,,2023-04-08 10:14:34,,
voice_in,,,"79.5953,140.0232",,136,,,,,,CELL_626,,,,2303791594158,IMEI_113868,,,,,,,,,,,False,4523085838266,2023-05-31 06:49:38,,,
,,,,19/01/2023 07:48:42,,,,conference,,,CELL_189,,IMEI_983558,7786478158380,,,,,7473002159540,,,"6.1300,156.6201",,,,,False,,,,,415
,,3186,"-60.7897,-26.0323",,,,,conference,,,CELL_224,,,9053724180406,5905244040796,IMEI_692283,,,,,,,,,,,False,,,2023-04-22T13:53:06.000Z,,
,,2410,,,,,,,2023-02-01 10:22:06,1080025909239,,,,1329540475114,,IMEI_702036,,,,"1.0563,-75.3452",,,,CELL_369,,,False,,,,video_in,
,,,,2023-04-13T14:34:45.000Z,,,,,,,CELL_225,,,2038712575672,,,,,4077394766681,,,"-7.9276,-166.6180",3554,,,IMEI_907187,False,,,,voice_in,
,,,,,,,,,2023-01-11 00:31:30,,,5941915348268,IMEI_900307,2460976718279,,,,,,"-5.5047,178.0439",,,2102,CELL_108,,,False,,,,voice_in,
conference,,,,,,,,,12/24/2023 08:15:48,4669757847757,CELL_849,,,,,,,,,"-74.5530,-95.2851",IMEI_816014,,,,,,False,1986363104580,,,,745
,,1738,"-75.3118,93.4194",,,,,voice_in,18/08/2023 15:34:57,,,1352400114201,,,,,,,,,IMEI_118257,,,CELL_759,9552261051012,,False,,,,,
,voice_in,,,,,"20.3562,-80.4005",,,,,,,,,9439213557884,IMEI_621726,CELL_691,4721769852265,,,,,2442,,,,False,,04/01/2023 07:48:59,,,
,,,,,,,CELL_288,video_in,,,,,,,2549833326414,,,,,,IMEI_343992,"74.6912,108.0063",,,3949703818167,,False,,2023-08-03T21:33:59.000Z,,,404
,,,,15/07/2023 18:38:21,,,,,,2499842077253,CELL_707,,,,,,,,,,,"74.8517,103.0881",,,,IMEI_410708,False,5720025698514,,,voice_in,303
,video_in,,"69.6480,170.3611",,,,,,,1962679629108,,,,,,,,,,,,,2222,CELL_633,1530074964768,IMEI_248058,False,,,2023-10-25T07:31:54.000Z,,
