roaming_status,action,geo_coordinates,event_id,platform,subscriber_id,event_type,position,terminal_model,home_network,network_type,recorded_at,bearer_type,user_id,device_type,timestamp,transaction_id,device_model,tracking_id,os_version,device_os,is_roaming,access_technology,event_name,service_action,roaming_active,location,event_time,log_time,phone_number,connection_type,msisdn,is_fraud,session_id,handset,cell_location,os_type
False,,"-88.3924,1.8240",7423989f-5819-439c-850e-8a5b247af006,,7919367314290,app_launch,,,,,,,,Pixel 7,,,,,,,,,,,,,,2023-05-17 08:40:03,,WiFi,,False,,,,Android 11
,,,,,,location_change,,Realme GT,,,1696673654,,,,,76e46a92-b25f-4fe6-86ad-76093f9192d1,,,,,,,,,False,"-34.5157,7.9251",,,6301141492805,,,False,,,,Android 11
,,,,,,power_on,,,True,,,,,,,,,,iOS 15,,,,,,,"-38.5819,43.9880",1693434624,,2329702565351,3G,,False,b98bf03d-0755-4dbd-a0ab-8cc66a93feb5,Pixel 7,,
,,,,,,,"20.3603,-66.4007",,True,2G,2023-07-28T04:52:09.000Z,,,Vivo V25,,,,26ecf836-8cd3-42fa-b602-7d9726e221aa,iOS 15,,,,,power_on,,,,,2742243837176,,,False,,,,
,,,,,,SIM switch,,,,,,,,Pixel 7,,,,,,,,3G,,,False,"-87.4885,14.5995",,12/25/2023 01:39:06,,,6683839116509,False,f2dcafe2-806e-4b8e-a8d0-174a8f5598ff,,,
,,,,,,,,,,,,3G,,,2023-03-31 09:36:54,,Vivo V25,,,Android 13,,,SIM switch,,False,"66.7823,-172.1843",,,,,7053790873194,False,d80fbbcd-e74f-40ef-b31a-06d5896f448c,,,
,,,,,,,"35.1979,153.1640",,,4G,,,,Pixel 7,06/22/2023 11:16:46,1202d551-174f-49b8-b189-4486ea57732e,,,,,,,,SIM switch,False,,,,,,8290111121892,False,,,,iOS 16
False,app_launch,,,Android 13,,,,,,WiFi,2023-12-18 01:24:47,,,,,,Pixel 6,,,,,,,,,"87.7909,-32.1310",,,2092282852578,,,False,b5366e16-5e9f-49c9-b18c-0f0ebe8f62a3,,,
,,,,,,,,,False,,,4G,4168468321261,,29/10/2023 01:08:04,,iPhone 14,5538d9f6-f018-49ab-baba-51e39e0ef397,,Android 12,,,app_launch,,,,,,,,,False,,,"29.3789,-80.9078",
,,,,iOS 16,3031702678449,location_change,,Samsung Galaxy S22,,,,,,,,,,3481c39c-5ddb-4e57-9e7a-d7f905bb7de8,,,False,5G,,,,,,2023-02-17T13:50:31.000Z,,,,False,,,"-75.9905,-125.7905",
,location_change,,,,,,"51.1369,-61.8250",OnePlus 10,True,,09/10/2023 17:39:19,,,,,,,,,,,,,,,,,,,2G,5541569330619,False,89692e71-fc4b-42a4-a9ad-9ce6cd9114e3,,,Android 12
,,,,,,,,,False,,,,,Xiaomi Mi 11,,,,482e5e0f-38eb-4045-b3e1-d7e35ea5fdc7,iOS 16,,,5G,location_change,,,"-69.2199,-94.0601",1676070356,,,,2453744940664,False,,,,
,,"-76.5603,-25.4947",,,1120584536375,app_launch,,,False,2G,,,,,,,,51f1cc4c-855c-4c72-8e68-2f8fdf96027a,,,,,,,,,,2023-05-03T03:04:07.000Z,,,,False,,iPhone 14,,iOS 16
,,"15.6080,-150.0287",,,,,,,,,,,2265812953726,,22/03/2023 06:49:01,81bf0ea2-e7ba-4378-b304-48c781f82fdb,Vivo V25,,,,,5G,,SIM switch,True,,,,,,,False,,,,Android 12
True,power_on,,,,,,"-75.5999,43.7234",,,,,,,,,7a5a0bf0-2d01-4d69-b4f6-b6ab67eae26c,,,,iOS 15,,,,,,,,2023-03-30 01:56:38,4562543528309,5G,,False,,Samsung Galaxy S22,,
,power_on,,15e8de9b-14e6-4411-a74f-15f2d6dc5ba4,,,,,,,,,WiFi,,Realme GT,10/08/2023 03:13:43,,,,,iOS 15,,,,,False,,,,,,4752375215426,False,,,"-57.4966,112.4125",
,,,,iOS 15,9343096962221,,,Xiaomi Mi 11,True,,,,,,,b7f88407-f76a-4ce7-b49a-5085abdde001,,,,,,,SIM switch,,,,,1673141544,,,,True,,,"42.4167,69.4936",
,,"17.0077,-100.7162",,iOS 16,,,,,,,1685299168,,8255906418165,Xiaomi Mi 11,,,,,,,True,,,power_on,,,,,,,,False,d7971283-bbf0-48c1-a325-9003f1476c32,,,
False,,,,iOS 15,7581693033946,,,,,,,WiFi,,Vivo V25,2023-09-11T19:18:40.000Z,,,365687a2-21f9-4062-b434-b3adb2ce33ea,,,,,,,,,,,,,,False,,,"55.3288,-158.4572",
,,,,,,,,,,3G,,,8244406261620,,10/14/2023 14:42:30,,Pixel 7,,,,,,,SIM switch,True,,,,,,,False,ccce3f16-54d6-44ec-afd8-136bce1f5bdb,,"-81.6113,-73.8538",Android 13
,,,0a45383c-376e-445e-a804-64750dc2a116,iOS 15,,,"75.8443,40.3583",,,,,5G,,,2023-01-25 17:53:48,,Realme GT,,,,,,location_change,,False,,,,,,7510645518163,False,,,,
,,,6dceaad9-fbe6-4b0c-a4f0-48c09b7c5639,,,power_on,"51.6472,-165.6341",,,,,,3926835072000,,,,Samsung Galaxy S22,,,,,2G,,,False,,1676903359,,,,,False,,,,Android 12
,,,,,,,,,,,,,9191697113149,,05/16/2023 05:22:26,c0357da2-c924-4c6b-b240-1dbe7775766e,,,,,,WiFi,power_on,,False,"-56.7912,34.4406",,,,,,False,,iPhone 14,,iOS 16
,,,,iOS 16,,,"-20.7458,0.6106",,,,,,,Realme GT,,,,,,,False,,,,,,,2023-02-11T01:10:24.000Z,7228841707739,,,False,b1e6adf2-43e3-489a-99de-573624bbe182,,,
,SIM switch,"-43.7998,79.0846",,iOS 15,,,,,,,,4G,,,20/12/2023 17:11:47,,,56724f55-a67a-4968-95c8-a8246c6cff99,,,False,,,,,,,,,,3489870266644,False,,,,
,power_on,,,,1755292296985,,,,,3G,,,,,,,,,,,False,,,,,,2023-07-31 04:53:58,,,,,False,,,"-69.1398,155.6679",iOS 15
False,,"-28.5360,45.9946",,,,app_launch,,,,3G,,,,,2023-07-07 11:09:28,,,,,Android 12,,,,,,,,,,,1428904674021,False,,Vivo V25,,
,SIM switch,,,,,,,Pixel 7,,,,,,,,095f383b-c484-4ffe-865e-2f890ab98a43,,,,,True,,,,,,2023-06-10T00:18:26.000Z,,,3G,1366285970041,True,,,"47.9257,-123.1158",Android 13
True,power_on,"24.1649,15.9974",,,,,,,,,,2G,,,11/11/2023 13:03:18,,,,,,,,,,,,,,,,3200922570290,False,d240b56a-441a-468c-a81a-557822f915ba,Xiaomi Mi 11,,Android 13
,,,5eed09d6-3a12-43ec-b1ce-9f0ceb041950,,,,,,,,,,,Vivo V25,,,,,,,True,,power_on,,,,1698074186,,,4G,6362345948188,False,,,"-56.2285,-51.7503",iOS 16
,app_launch,,,,,,,,,,,3G,6983082922422,,,36179afb-efec-41ae-ba84-e65d33a62693,,,iOS 16,,False,,,,,"-45.7115,-144.2305",,2023-09-10T08:17:48.000Z,,,,False,,,,
,,,,Android 11,,power_on,,,True,,,,,,,,,,,,,,,,,"78.9812,31.0956",,2023-09-30 13:57:34,,2G,1234536100501,False,36b601d8-a099-444f-be93-49597f8b9b4d,OnePlus 10,,
,,,,,,location_change,"-69.7128,168.2449",,,5G,,,,Oppo F21,1680814998,4cd016b8-a64e-44b0-9bde-7809e7a4690a,,,,,True,,,,,,,,1028800993025,,,False,,,,iOS 16
,,"42.2263,85.1351",,,,,,,,,,3G,,,,,OnePlus 10,1bd72c8f-7dce-46a3-ab44-7911a660ef10,iOS 15,,True,,power_on,,,,2023-05-08 16:42:53,,3713310234125,,,False,,,,
,,,49f1c3c1-10dd-48eb-a75f-1fb4c2dd3bad,,,,"75.9310,-160.6177",Samsung Galaxy S22,,3G,,,,,2023-08-05 12:44:14,,,,,,,,,SIM switch,False,,,,,,7591106066249,True,,,,Android 13
False,power_on,,,,,,,,,,,,,,,,Vivo V25,,,,,,,,,,,2023-09-27T08:13:53.000Z,1929981397724,,,False,206f0e10-dad9-48cb-b28d-6e3616688e1b,,"-8.5716,-164.5379",iOS 16
,,"-45.7262,-61.0654",17458f64-f987-4421-a440-17b7bc35a81c,Android 13,,,,Realme GT,,,,5G,,,2023-08-30T02:41:33.000Z,,,,,,,,,,False,,,,,,1936848922399,False,,,,
,location_change,,,,,,,Pixel 6,False,,04/01/2023 10:06:35,5G,,,,4479250e-7a78-4139-8141-16e8176650bb,,,,Android 12,,,,,,"-40.9017,135.1978",,,,,5002722033940,False,,,,
False,,,,,,,"-32.6383,61.8689",,,3G,2023-07-20 15:22:27,,,Xiaomi Mi 11,,7479c329-e023-4470-9730-50400ff333b2,,,,,,,SIM switch,,,,,,5898564645668,,,False,,,,
,power_on,,,,,,,,,3G,2023-03-29 03:45:32,,,,,,Samsung Galaxy S22,9b80224b-7039-4a71-aa86-26bac9b14b7b,,,,,,,True,,,,,,5259240310225,False,,,"8.8334,42.2525",Android 11
,power_on,,a3739206-8a88-4578-acc6-d19840d4c786,,1672810328948,,"-23.9634,-54.2179",,,2G,,,,Oppo F21,,,,,Android 11,,True,,,,,,,22/10/2023 17:16:40,,,,False,,,,
,,,,,,,,,,,,3G,,,,,Xiaomi Mi 11,914d5b6e-3901-47b1-aa5d-0d787a73caf1,,Android 13,False,,,app_launch,,,,2023-11-04 03:36:28,,,4586609934780,False,,,"89.9094,-57.0034",
,SIM switch,,,,,,,,,,04/30/2023 19:57:08,,,Vivo V25,,,,,,,,,,,True,"-42.0857,94.6337",,,2575199004827,2G,,False,ce6a8e4b-8dce-41e7-98e2-32509afbd71c,,,Android 13
,,,,Android 11,,,,,False,4G,2023-07-25 21:26:24,,7562340509816,,,,,5f107512-ae10-4b8f-a0b2-55d50cb27e63,,,,,location_change,,,"71.7131,-169.9750",,,,,,False,,Xiaomi Mi 11,,
,,,,iOS 15,,,"-77.1840,11.0407",,,,,5G,,,,,Realme GT,,,,,,,,False,,1683235856,,9442409464729,,,False,,,,
,,,,,,app_launch,"-74.7865,-159.8149",iPhone 14,True,,12/18/2023 07:35:51,,,,,,,955b9cc1-0bb8-4864-ac0a-cd349e1d188f,,,,,,,,,,,2407744812019,WiFi,,False,,,,Android 11
,,"52.2608,155.2469",,,,power_on,,,,,,,6591974814901,Pixel 6,1673139965,,,,,,False,WiFi,,,,,,,,,,False,c60e51ba-c265-4ec7-ab64-632583ae3edd,,,iOS 15
False,power_on,,,,,,,Xiaomi Mi 11,,,,,,,,,,,Android 13,,,,,,,"-26.7990,117.1295",,1697561035,,3G,2043853358210,True,bd83acb3-8ebb-4565-8593-5db80d2b5b01,,,
,,,,iOS 15,,,,OnePlus 10,,,2023-10-07 13:09:50,,1541953903309,,,,,,,,False,,,location_change,,,,,,3G,,False,43c17451-2ee0-4aea-9c06-97c03bf9a985,,,
,,,,,,,,Pixel 6,,,,,,,05/29/2023 04:00:54,,,,iOS 16,,,,location_change,,True,,,,,,9249179579690,False,ed4e97f1-c6a4-4e2d-833a-e059c5590d2a,,"-70.5869,135.4676",
,,"-36.4817,153.8124",,,,,,Oppo F21,,,,,,,,,,,,,,,,power_on,False,,,1692060957,,WiFi,5019171642901,False,e3c4a2c6-2168-48da-8250-2f7c272203d9,,,iOS 16
False,,,,,,,,,,,,5G,,,2023-10-11 18:59:01,,,71850eb4-a849-4c65-9bad-e13f84365d2f,,,,,,app_launch,,"11.4073,-67.9674",,,,,2669205425561,False,,iPhone 13,,Android 13
,app_launch,"-20.8141,-93.2461",,,,,,Pixel 7,,,,,8380284877690,,,5a4498ab-b434-4bb6-b1d2-adab4d8b7113,,,Android 12,,,3G,,,False,,08/12/2023 04:41:28,,,,,False,,,,
,,,82fb1d30-00b4-42d6-abca-2c6704dbf8cf,,4764320029127,SIM switch,"-52.7789,82.9337",Pixel 6,True,,,,,,,,,,,iOS 16,,,,,,,,12/28/2023 06:45:29,,2G,,False,,,,
,,,,,,SIM switch,,,,,,WiFi,,Realme GT,,2c24ae01-cd63-4e70-b90d-7d784cbf5f39,,,,Android 12,False,,,,,,1690997940,,,,3619886388809,False,,,"37.2635,-29.9337",
,,"-29.0565,135.4819",,Android 13,,,,,True,,,4G,4610473595114,,,,,,,,,,,location_change,,,1675737752,,,,,False,980343d1-0a3c-4f15-a93b-ede8352f11b4,Samsung Galaxy S22,,
True,,,,,,,,,,,2023-04-26T04:19:03.000Z,,8858139576693,Oppo F21,,ee1ed8e0-f462-44a4-9dae-2cbca5d654c5,,,iOS 16,,,,app_launch,,,"-74.8975,48.2478",,,,,,False,,,,
False,,"32.7380,120.2253",,iOS 16,2389178030791,location_change,,Xiaomi Mi 11,,,,,,,,,,25fc612b-eb00-4ff3-a4bb-da562158c987,,,,3G,,,,,2023-04-04T01:03:28.000Z,,,,,False,,,,
,,,,Android 11,,,,iPhone 14,True,,1673118185,4G,,,,,,,,,,,,app_launch,,,,,6737679614244,,,False,,,"-85.9005,49.2124",
False,,,6d46067c-bc7b-4fec-b5f8-c61f95da852c,,,,,,,,,,,Oppo F21,,,,,,Android 12,,,SIM switch,,,"-79.8783,101.3023",2023-10-28T04:10:27.000Z,,,4G,1630689964290,False,,,,
,,,,Android 13,,SIM switch,,,,,,,,Samsung Galaxy S22,,,,d4cf39bb-73a2-4aac-b0b2-cca13989d926,,,,4G,,,True,,,2023-03-03T21:42:02.000Z,4970311022926,,,False,,,"-48.3120,-43.9443",
,,,561fbc79-46ff-4fc4-87ab-b8eb998a0da8,iOS 15,,,,,,,,,,,,,,,,,True,,,app_launch,,"-79.2083,-31.6784",,2023-06-24 09:47:13,3443933291337,3G,,False,,,,
,location_change,,,,,,,,,3G,06/24/2023 12:18:42,,2046391807236,,,,,088c8c3a-1f1a-40ca-8dac-046fa892cb98,Android 12,,,,,,False,"-44.5761,146.3036",,,,,,False,,iPhone 13,,
,SIM switch,,,,,,,,True,5G,,,9178991588000,Realme GT,,,,,Android 11,,,,,,,,08/04/2023 21:06:42,,,,,False,17e02493-2bea-46d9-bcfe-d2d9e34501ba,,"-42.0434,116.1713",
,,,,,2063734961661,,,Xiaomi Mi 11,,,,,,,28/03/2023 23:14:05,,,,iOS 16,,,2G,,location_change,1,,,,,,,False,0006a679-2475-4218-942f-84ffff1ccc44,,"-38.7606,68.6874",
,,,,Android 11,,,,,False,,,2G,,,1686192456,,,,,,,,app_launch,,,"-56.4926,159.7432",,,,,7305948801954,False,37a54e31-8113-42cd-bfbe-3726ce82063b,OnePlus 10,,
,,,d18c7276-f34d-4d46-807e-f1a2f0105439,,,power_on,,,,,,3G,,iPhone 14,,,,,iOS 15,,,,,,True,"-33.5817,95.7802",,1679331485,,,2667784124279,False,,,,
True,,,,,,location_change,,Samsung Galaxy S22,,,2023-04-07T19:45:13.000Z,3G,4842113057005,,,aac04907-e841-40bb-9a35-0290b9f36a24,,,,Android 11,,,,,,,,,,,,False,,,"65.8771,-140.3172",
,,,,,,,,,,,,,,iPhone 13,,,,,Android 13,,False,,,location_change,,,25/10/2023 00:33:05,,,WiFi,9724729761859,False,91cd1491-6f36-4bdc-9988-ac880a3865b7,,"-83.5852,27.3264",
,,,,,6358187476363,,"16.3337,154.4647",,,,,,,Vivo V25,,965db3ab-ed0c-4bc2-9f33-a51133d524ab,,,,,True,WiFi,,location_change,,,22/05/2023 04:17:09,,,,,False,,,,Android 12
,,,,iOS 16,,,,iPhone 13,True,,,,8940007330577,,,,,,,,,WiFi,,location_change,,,,06/03/2023 02:07:11,,,,False,a7ed7ef1-ff5b-4665-ad54-b0a89c822f47,,"4.3405,171.2036",
,,"12.2803,-112.6053",,,2154647204511,power_on,,,,,01/27/2023 08:03:09,,,,,,Vivo V25,23269415-06f3-47aa-87e0-e14ca1b1bd57,,iOS 15,False,WiFi,,,,,,,,,,False,,,,
,,,,,,,"38.4276,119.9064",,False,WiFi,,,4549261060517,,05/30/2023 22:13:05,,,,iOS 16,,,,,location_change,,,,,,,,False,9caece32-a042-47d8-90d7-f9ab1a3ed331,Realme GT,,
,,,,iOS 15,,location_change,,,,,,,,Pixel 7,,d1ef71fd-931c-4df1-8a9e-5924a779a2e3,,,,,,WiFi,,,True,,,18/09/2023 08:36:48,3169070332494,,,False,,,"-78.8737,-41.3095",
,,,,,,,,,,,06/09/2023 04:18:22,,,,,,,,Android 11,,False,4G,,location_change,,"-18.6113,-75.8313",,,,,4340521816632,False,9c45e89c-3cac-4c63-a054-acefe9274be9,,,
,,,b6d56a0e-367e-473e-8a7a-d6136f6bc86f,,,,,,True,,,,,,,,Xiaomi Mi 11,,,,,4G,,,,,10/04/2023 15:33:30,,1145510342719,,,True,,,"-78.8040,-47.7134",Android 12
,app_launch,,,Android 11,1470098845458,,,,,,,4G,,,2023-01-11 01:13:54,78164847-7b2f-4b7b-98a8-b83149b389b6,OnePlus 10,,,,False,,,,,,,,,,,False,,,"29.8315,-54.4684",
,location_change,,dea72fa3-d962-43d2-9166-6f3eb09b4729,,,,,Pixel 7,,,,,2635141621139,,2023-11-17 20:26:16,,,,Android 11,,True,,,,,"87.9477,11.6483",,,,WiFi,,False,,,,
,,,f512ad0d-28c6-4e76-893e-4323b527a4c2,,,,"36.1599,-34.1836",iPhone 14,,,,4G,,,,,,,,,True,,,power_on,,,2023-02-05T12:38:47.000Z,,7989440145837,,,False,,,,Android 12
True,location_change,,979f7dd3-49a9-41cf-85a3-cc40b5c0ee26,,,,,Oppo F21,,,,,3455219596043,,,,,,,,,WiFi,,,,"-82.9123,90.1737",,03/14/2023 04:10:32,,,,False,,,,Android 12
False,,,,,,app_launch,,,,3G,2023-06-20T02:20:12.000Z,,6745142336584,,,,,815b822d-3706-40cf-857d-c7cc2552774d,,,,,,,,,,,,,,False,,Pixel 6,"6.2908,-162.9297",
True,,,,,,app_launch,,,,,,5G,,Vivo V25,,,,,,,,,,,,,,25/11/2023 01:16:48,,,5558735133509,False,6cf123f7-5183-4cec-88f1-40d584f0bcb0,,"63.8350,136.6560",Android 12
,,,,,,location_change,,iPhone 14,,,,,6640324979759,,,a16df92b-732f-4da2-bdf4-b1ad9d4209fa,,,iOS 16,,,,,,True,,,2023-05-03T11:02:43.000Z,,,,False,,,"69.9063,-44.4944",
,,"-89.1963,44.7815",,,,,,,False,2G,,,4861233791873,Samsung Galaxy S22,03/04/2023 11:03:00,,,,Android 12,,,,SIM switch,,,,,,,,,False,,,,
,,,,,,,"30.7391,-98.5376",OnePlus 10,,3G,,,,,,,,,,Android 13,True,,,location_change,,,,2023-06-02T19:13:21.000Z,,,3323367227466,False,4a7f7ae1-c492-4091-b9d4-5d13fc451065,,,
,,,,Android 13,,SIM switch,,,,,07/29/2023 22:43:48,5G,9795104109542,Oppo F21,,,,3cf76008-356d-4033-8b1c-aebdbf5abe89,,,,,,,False,"58.6657,155.0573",,,,,,False,,,,
,,,f581b32c-9ee4-43b5-bd41-becde35af402,,,power_on,,,,,,,,,2023-09-14T06:05:45.000Z,,,,,Android 13,False,,,,,,,,,WiFi,1758457630247,False,,,"66.3709,-167.9056",
,,,a0567189-ddd0-4692-a037-ef02519bdd14,,9311132325084,,,,,,,,,,2023-07-11T14:32:58.000Z,,,,Android 13,,,,,power_on,True,"39.4310,18.7368",,,,,,False,,Pixel 6,,
,power_on,,,,,,"-79.3192,107.6555",,,,,,,,1700648801,,,0ed9efe3-0c96-40c8-9e98-68e273df6c66,,,,2G,,,False,,,,,,3527150214149,False,,Pixel 6,,Android 13
,,,3b45c265-a739-44a8-9629-1739111ceec5,,,power_on,"83.0433,1.1262",,,,,,4593835817162,,,,OnePlus 10,,,iOS 15,False,,,,,,2023-07-19 22:33:19,,,2G,,False,,,,
,,"-63.0845,43.4115",c65e9a33-f6da-4641-a70a-a81f77755ed5,,,power_on,,,,,11/01/2023 19:11:44,,,,,,Realme GT,,,,True,2G,,,,,,,,,7885090172416,False,,,,iOS 16
False,app_launch,,,Android 13,2777817974788,,"-65.1471,-104.6864",Xiaomi Mi 11,,,,,,,11/05/2023 10:06:14,,,cf9c646e-8f92-421d-bbdd-57d10d36d50b,,,,,,,,,,,,5G,,False,,,,
,SIM switch,,,Android 13,,,,,,,,4G,,,2023-06-08T13:38:38.000Z,,Samsung Galaxy S22,,,,,,,,False,,,,3263877283620,,,False,67d3ab60-2da4-4f20-99fb-516cb09e06f3,,"-25.1209,38.9196",
,,,,,,location_change,"44.6651,-61.2361",,,,,4G,4302385758044,Samsung Galaxy S22,,,,,Android 11,,,,,,True,,,1686275426,,,,False,98d47e91-12ba-4df5-873e-75270856f38b,,,
,,"78.7033,-23.8578",,iOS 15,,,,,,4G,,,7528137242230,Xiaomi Mi 11,,a5e1d32a-f415-4d71-a526-d5ae497539b4,,,,,,,,power_on,True,,,2023-04-28 17:04:46,,,,False,,,,
True,,,,,,,"36.0682,34.7462",Oppo F21,,,,4G,7034604620739,,,,,,iOS 16,,,,,location_change,,,,2023-12-02 07:40:27,,,,False,,,,
,,,,,8652802463649,,,Xiaomi Mi 11,True,,,,,,,,,915b3a75-bbe5-4161-8e41-e5f5aeecaa1e,Android 13,,,3G,,SIM switch,,"18.2398,-81.1630",,03/17/2023 13:07:04,,,,False,,,,
True,,,,,3757325398916,,,,,,,3G,,,,,,2b8eb5d9-ede6-46ff-ae1b-0611603f4f48,iOS 16,,,,,power_on,,,,30/10/2023 19:01:34,,,,False,,Oppo F21,,
,SIM switch,"33.9197,-95.6807",,Android 12,7416942140699,,,,,,,,,,08/18/2023 22:10:39,,,,,,False,4G,,,,,,,,,,False,8004c464-94dd-4629-9a9a-beaf0a6d9f5e,,,
True,,,,,4200958343055,,"40.3289,-42.3272",,,,,,,,,f30a7861-d23d-498c-b1ed-6cd7fa82229c,,,iOS 16,,,,,power_on,,,2023-01-18T20:09:50.000Z,,,,,False,,OnePlus 10,,
True,,,,Android 12,,,"-78.7949,-144.5494",,,5G,,,,,,a1a113a7-ab89-40f4-a527-6031eef44baf,,,,,,,,app_launch,,,09/02/2023 13:14:26,,,,3344440985482,False,,Pixel 7,,
False,,,70fc3f3d-7d42-45d0-8cc6-e736116c6fde,,,,,,,2G,2023-11-30T13:16:19.000Z,,,iPhone 13,,,,,,iOS 15,,,location_change,,,,,,,,1916621732426,False,,,"-6.0712,-37.2773",
,,"62.4197,39.7267",,Android 12,,SIM switch,,,,,2023-06-03T11:31:03.000Z,,,,,,,,,,False,5G,,,,,,,,,7045219583358,False,543d8b8b-810c-43ba-94e0-c150cc77ecc9,,,
,,"60.3110,90.2841",,,9118511813898,app_launch,,,False,,,,,Samsung Galaxy S22,,71f9234e-72c9-4e4f-a05c-2719c293ed97,,,Android 13,,,3G,,,,,1672615465,,,,,False,,,,
False,power_on,,,,5696286567575,,,,,3G,,,,,,,,72e20f47-4d1e-477a-91f0-f822c64c3f3c,Android 12,,,,,,,"-74.2238,-2.0141",,06/05/2023 00:20:36,,,,False,,Pixel 7,,
,power_on,,,,,,,,False,,1702215011,WiFi,,,,,Pixel 6,,Android 12,,,,,,,,,,2733521191662,,,False,02d0ace0-3cb8-45bf-bcc7-a78277a81d0d,,,
,SIM switch,,2377113f-b1bf-46a3-8644-74342ea94002,iOS 16,4567247197428,,,iPhone 13,,,,,,,10/12/2023 14:31:21,,,,,,,,,,False,,,,,3G,,False,,,"65.0329,-141.2599",
True,,,,Android 13,3698093668178,SIM switch,,Pixel 6,,,,,,,,,,60732cd8-a0e3-403e-bdce-78e828e846ca,,,,,,,,,,10/01/2023 10:00:52,,3G,,False,,,"-81.8483,115.2635",
,,,,iOS 15,,app_launch,,Pixel 7,False,,,,6220236532782,,,,,,,,,4G,,,,,,2023-04-22 09:39:25,,,,False,c7582103-7959-4b7f-85d2-05636947b098,,"-68.5207,149.5935",
,,,,,,,"19.3184,30.8859",iPhone 14,,,11/27/2023 14:56:13,,6484124519336,,,,,,,Android 11,,4G,,location_change,False,,,,,,,False,264e7697-1f12-48ba-9aed-be5f6beff8bb,,,
True,SIM switch,,,,,,,,,,,,7720337011460,,,,Pixel 7,919ae407-fb89-4c51-9314-0e6326690430,,iOS 16,,,,,,,,2023-08-16 09:04:05,,5G,,False,,,"-4.2671,4.4429",
True,app_launch,,,iOS 16,,,,,,,,,,Vivo V25,,6129a837-0aaf-4b4d-83fd-c2585d32fa01,,,,,,,,,,,,11/12/2023 23:14:13,,,8428243637809,False,,,"-6.3033,-34.3932",
,,,,iOS 16,,,,,,,,,4931593784282,,08/06/2023 20:28:31,,Pixel 6,f0ec1f29-3e9a-43d1-9d81-0488823dab61,,,,,,SIM switch,False,"12.5871,140.3854",,,,3G,,False,,,,
,SIM switch,"63.5062,-113.1067",,,,,,OnePlus 10,,,18/04/2023 12:45:34,,,,,82465cf5-2052-498a-b9da-a63edd5a1cfe,,,iOS 15,,,,,,True,,,,9596052665651,2G,,False,,,,
,,,,,,app_launch,,,True,,,,3507498595081,,1688113393,,OnePlus 10,ce88048d-34bc-4596-83e5-17a32a7fdf36,,,,,,,,,,,,WiFi,,False,,,"-47.1339,57.4831",Android 12
,,,,,5592930925493,SIM switch,,,,5G,,,,,1686674876,ee35c7e7-f1e3-4b0f-8aff-f8fb28e3984b,Pixel 7,,,iOS 15,,,,,True,"-78.4992,110.2812",,,,,,False,,,,
,app_launch,,,,,,,,,,,4G,,Vivo V25,12/06/2023 18:56:21,,,,,,,,,,True,"-29.6230,11.8995",,,,,3000926235118,False,4b4a20a0-0fd9-4425-9d6c-d41045801273,,,Android 12
,,"-33.9351,16.1775",46f9dcec-9654-4bee-a818-ead5f267034e,,,,,,,,,5G,,iPhone 14,,,,,,Android 13,,,,power_on,True,,,2023-09-13 11:51:31,3833481058766,,,False,,,,
,,,e6e6527e-12ca-4748-8b81-4b4fee934ae4,,,,,,,,1695395632,,,,,,,,,iOS 16,True,2G,,power_on,,,,,9564338193494,,,False,,Oppo F21,"-24.4869,-40.2619",
,,,,,,location_change,,,,,,,,,,,,939a5715-7393-4374-a5a6-a334ace811b7,,Android 12,,WiFi,,,True,"20.8490,160.6801",,2023-03-25T20:55:52.000Z,6808335154956,,,False,,Vivo V25,,
,power_on,,,,,,,,,,,,,,,1b8fa44c-c907-4eb8-aa22-960e0af991fe,,,iOS 16,,True,,,,,"-25.6687,174.2849",,2023-03-12 08:37:09,6310979470555,,,False,,,,
,,,ec9f4565-fbb6-4f02-bd7d-06c4cdfc5b8a,,,,,,,,,,,,,,,,,,False,,,power_on,,,2023-12-24T15:50:07.000Z,,,5G,3979171747295,False,,Vivo V25,"26.9325,4.5715",Android 12
False,,,,,,,,,,3G,,,,Pixel 6,1691319734,0a8fe327-491e-4195-a594-06c926bc5663,,,,,,,,app_launch,,,,,,,6167144288125,False,,,"-0.2650,116.2144",
,,,,,6635670918387,,,,,,,,,,,751f3dee-ff4a-4767-82e5-1640d0be16c6,Xiaomi Mi 11,,,Android 12,True,4G,,,,,,1675768270,,,,False,,,"15.3709,166.4110",
,,,,iOS 15,,,"-88.8790,26.8390",Oppo F21,,3G,,,,,07/06/2023 04:21:38,,,,,,,,,location_change,False,,,,6850991622618,,,False,ce34a719-1ac1-4628-bcd0-9a0e8a55e538,,,
False,,,,iOS 16,5111844167252,,"-68.1489,-89.3267",,,,2023-11-25 01:07:18,,,,,,Vivo V25,,,,,4G,,,,,,,,,,False,,,,
True,,,,,4334478933155,SIM switch,"14.1206,-119.2282",,,,04/15/2023 05:20:11,,,,,,,,,,,3G,,,,,,,,,,False,ed46a11b-b8a6-475a-bdcf-77f949dc1130,Vivo V25,,
,,,,,,,,Samsung Galaxy S22,,,,WiFi,,,23/03/2023 10:37:26,b8978537-be70-42e8-843d-c8dba70b6cf1,,,,iOS 15,,,app_launch,,False,"66.4234,66.1053",,,6457950020087,,,False,,,,
