destination_domain,connection_time,session_duration,bytes_sent,user_id,event_timestamp,msisdn,protocol,server_port,host,port,is_fraud,encrypted_tunnel,url,service_protocol,destination_ip,vpn_usage,is_vpn,customer_id,access_time,remote_ip,upstream_data,domain,server_ip,tx_bytes,rx_bytes,time_spent,timestamp,remote_port,downstream_data,subscriber_id,duration,dest_port,bytes_received,vpn_detected,ip_dst,upload_bytes,download_bytes,transport_protocol,conn_protocol
,,,367,,1688779936,,HTTP,13318,zoom.us,,False,,,,204.142.109.233,False,,,,,,,,,,1653,,,16165,6891743308795,,,,,,,,,
,2023-05-03 04:28:46,,,,,,,,,26944,False,True,,,,,,3620123907010,,,,amazon.in,,5419,,,,,40053,,2302,,,,199.20.227.248,,,,UDP
,25/08/2023 20:23:58,,,,,,,,,,False,False,,,,,,,,,7057,flipkart.com,234.30.165.96,,,2418,,,64964,9947989802892,,48815,,,,,,HTTP,
amazon.in,2023-03-03 07:19:02,638,,,,6162751442486,HTTPS,50883,,,False,,,,,True,,,,,9441,,,,96345,,,,,,,,,,217.253.238.180,,,,
,,,,8162799807838,25/08/2023 14:28:39,,,,netflix.com,,False,,,UDP,113.17.73.178,False,,,,,6907,,,,,,,62309,,,1305,,,,,,63251,,
fileshare.cc,,,,,,,,,,10141,False,,,,,True,,,,,7203,,223.241.115.47,,,,02/03/2023 08:38:57,,42342,7911396017168,2918,,,,,,,TCP,
,1817,,,,,,,12242,,,False,False,,HTTPS,,,,2292413588412,2023-08-27 20:01:49,,,instagram.com,18.122.16.170,,,,,,,,,,,,,9186,46789,,
,,,,5697825966011,29/05/2023 03:22:18,,,39106,,,False,,,,,,True,,,173.222.88.162,6283,zoom.us,,,,,,,,,1765,,,,,,43883,HTTPS,
twitter.com,,366,6181,,,,,7340,,,False,False,,,,,,4482370716284,,,,,172.33.252.216,,,,05/17/2023 09:08:42,,,,,,,,,,19500,,HTTP
,2023-11-12T20:19:46.000Z,,,,,,TCP,,,62155,True,,,,,,,,,,7997,,,,,,,,,2273211824072,1646,,78846,True,216.128.126.229,,,,
,,3187,,,,,,,,38753,False,,,UDP,,,False,1588384617298,,243.113.174.221,1132,instagram.com,,,,,2023-10-11 04:05:20,,,,,,91977,,,,,,
,2023-07-23 05:46:40,1003,4265,,,,,,,,False,,flipkart.com,,,,False,,,,,,69.134.164.38,,,,,,,4345195193448,,,,,,,48433,,DNS
,,,,,1694704486,5137355767365,,,facebook.com,9449,False,,,DNS,,True,,,,,2142,,102.138.180.20,,,,,,29646,,779,,,,,,,,
,2023-10-06 14:26:57,2595,,,,6640371365296,UDP,,,,False,False,,,177.165.102.125,,,,,,4585,twitter.com,,,,,,,88526,,,,,,,,,,
,,2511,,,,,,15119,,,False,True,netflix.com,,,,,,,,,,138.120.42.89,,,,23/08/2023 15:51:33,,83211,3498855933264,,,,,,5652,,TCP,
,,,,3345128293895,,,HTTP,,,57686,False,,facebook.com,,,,True,,,,,,199.186.109.142,,,2545,07/17/2023 20:48:13,,31248,,,,,,,3564,,,
,,,,,,2396283529395,,,,,False,,fileshare.cc,,,True,,,,,,,131.128.126.239,7803,,1831,12/05/2023 02:14:23,11366,,,,,,,,,98698,,TCP
,,765,,,,,,,flipkart.com,,False,,,DNS,115.173.24.84,,True,,1692407184,,4629,,,,,,,,,9390186569875,,43147,,,,,56629,,
,,,,,1698817773,9850481854773,,,flipkart.com,42285,False,,,,99.125.90.174,,False,,,,1340,,,,,1300,,,,,,,,,,,93423,,UDP
,,2025,,,,3377632800431,HTTP,,,,False,,twitter.com,,113.88.117.170,,False,,,,6932,,,,,,2023-12-27 02:21:12,3386,88442,,,,,,,,,,
,,,710,,,4127833652499,HTTP,,,,True,,snapchat.com,,47.163.43.164,True,,,,,,,,,,,1694856051,,,,3143,38416,52116,,,,,,
zoom.us,,,,,2023-11-14T10:49:42.000Z,,,,,,False,False,,HTTP,,,,3261984169032,,244.176.58.233,4204,,,,30813,2673,,,,,,30458,,,,,,,
flipkart.com,123,,,,2023-06-03T23:33:30.000Z,1159212715146,,,,,False,,,,,True,,,,66.0.240.244,,,,6775,,,,,86564,,,58684,,,,,,UDP,
,,,,,2023-07-19T15:24:29.000Z,7477799656122,,,,,False,,zoom.us,DNS,,,,,,189.25.111.78,,,,5349,,,,12926,,,592,,95384,False,,,,,
,2860,,,,,2266756001635,,,,,False,,,HTTPS,,,False,,,,,facebook.com,164.104.207.121,3663,99893,,2023-04-04 13:47:40,,,,,37560,,,,,,,
facebook.com,,1491,,,1702502321,7309538099703,,,,32862,False,,,,,True,,,,,,,,3211,,,,,,,,,,,131.236.28.153,,90164,UDP,
,,,4061,,,9340985115254,,,snapchat.com,,False,,,,,,True,,2023-02-15T06:37:54.000Z,,,,196.49.166.149,,,2691,,11999,91159,,,,,,,,,,
,04/09/2023 03:02:36,1938,,,,9789048013676,HTTPS,,,,False,,snapchat.com,,,True,,,,,,,,5983,,,,,78657,,,38695,,,135.136.88.191,,,,
,,642,,,2023-07-02T05:13:57.000Z,,HTTPS,,,,False,,,,,,,5143773186654,,,,flipkart.com,128.53.191.99,,,,,,,,,59340,,False,,5085,65393,,
,,,7326,,,,,,,52673,False,,,,,,False,,2023-10-05 04:02:43,,,instagram.com,,,95675,,,,,6955735153309,326,,,,28.0.215.249,,,,HTTP
netflix.com,2023-04-12T17:27:30.000Z,,,,,5028567941644,,,,,False,True,,,222.220.87.58,,,,,,,,,8181,,1189,,,41064,,,4868,,,,,,,UDP
,1698495207,,,7250335687928,,,HTTPS,,,,False,,zoom.us,,105.193.8.162,False,,,,,,,,3808,,1986,,39748,,,,,,,,,47830,,
,03/02/2023 15:50:34,,,,,,,,snapchat.com,18198,False,,,UDP,,,True,7867363680374,,,8451,,87.245.128.244,,,,,,48400,,911,,,,,,,,
,2023-05-27 12:46:04,758,2069,,,6622164998290,,,flipkart.com,,False,,,UDP,,True,,,,,,,83.186.145.16,,,,,,,,,37177,96922,,,,,,
,2066,,,,,,,,,,False,True,twitter.com,HTTP,,,,,,181.61.206.0,,,,,,,20/10/2023 14:24:58,,91964,1354513911660,,36710,,,,9054,,,
,,,,9774600010788,09/15/2023 11:51:56,,,,,,False,True,fileshare.cc,,194.28.149.142,,,,,,,,,455,,644,,,,,,,2266,,,,,UDP,
flipkart.com,3472,,,,,8483341545586,,,,,False,,,,,True,,,,,,,53.226.84.142,571,,,,,,,,20692,,,,,87992,,DNS
amazon.in,2023-02-12 06:54:48,3201,,7141906464642,,,,20813,,,False,,,,,,True,,,,,,115.93.33.65,3010,,,,,,,,,,,,,68258,UDP,
fileshare.cc,2023-12-19T06:59:54.000Z,,8462,8498524840498,,,,,,17093,False,,,DNS,,,,,,136.190.110.17,,,,,55503,3525,,,,,,,,True,,,,,
,3021,,,2766479721966,1672639540,,,21510,,,False,,flipkart.com,,,,False,,,,,,,1069,,,,,,,,,,,,,70864,,DNS
,1688848768,,,,,2504468023816,TCP,,facebook.com,,False,,,,,False,,,,,,,30.207.194.7,,,,,,11718,,2602,7792,,,,6275,,,
,,,,8142629843141,,,,22826,,,False,False,,,,,,,,203.157.123.170,,amazon.in,,,,,2023-10-20 22:40:53,,,,2777,,,,,6461,28522,,DNS
,2874,,9023,,,,,,,,False,,amazon.in,,,,,5785712985403,,,,,,,,,2023-11-28T23:09:28.000Z,,71278,,,13876,,False,64.18.20.17,,,,
,1677661166,,,9815806862724,,,,,,35755,False,,,,,False,,,,,,twitter.com,27.114.9.117,5987,,,,,,,740,,,,,,49951,DNS,
amazon.in,,1491,,,1698756211,,,,,,False,,,,,,,8080001795558,,,,,,991,,,,,,,,41870,84887,False,222.82.181.255,,,,HTTP
,588,,,8878054387862,,,DNS,,,,False,,fileshare.cc,,,False,,,,,,,,,37471,,,18608,,,,,,,68.53.189.94,6794,,,
,,1072,4432,,11/01/2023 14:16:43,,,,,,False,,,,,,,,,45.243.213.1,,netflix.com,,,,,,31841,,5335530014385,,,,True,,,57069,TCP,
,03/04/2023 13:06:37,,,,,,,,,,False,,youtube.com,UDP,,,,5499121533212,,,,,,,,1392,,,,,,41185,8104,False,148.180.139.67,8876,,,
flipkart.com,,,,4245551990934,03/12/2023 22:30:42,,,,,29577,False,,,UDP,,,False,,,,,,27.127.77.208,,,514,,,,,,,,,,7047,56949,,
,1354,,,,1694156826,,,39554,,,False,,netflix.com,TCP,,True,,8336668520732,,,6935,,213.206.209.133,,,,,,,,,,,,,,84704,,
,,1735,,,,,,,,18321,False,,instagram.com,,,,,,,,965,,171.49.8.53,,,,2023-04-07 07:16:15,,,4897828900273,,,78258,False,,,,,TCP
,,2675,,,,,,18987,,,False,,fileshare.cc,,,,True,1378319874022,1702282490,,2361,,,,,,,,,,,,64819,,217.93.120.194,,,UDP,
,,,,1581062219646,,,,,,,True,,snapchat.com,,,False,,,1675923346,,,,,5806,,,,,,,2506,57952,,,128.9.202.69,,55407,,TCP
,,,,,,4448797056876,,,,39504,False,True,youtube.com,,194.101.9.99,,,,,,,,,6418,,,1674913072,,,,214,,,,,,5195,,
,2023-03-31T05:33:31.000Z,3465,,,,,,,,7349,False,,zoom.us,UDP,148.232.89.167,True,,6810617265622,,,,,,8026,,,,,,,,,,,,,48221,,
,03/11/2023 19:03:02,159,,,,,,,,22033,False,,flipkart.com,,,,,8230147015137,,,8198,,,,4118,,,,,,,,,True,93.187.8.143,,,DNS,
youtube.com,,714,,5653255720107,,,,,,468,False,,,,,False,,,,8.46.102.106,,,,,,,2023-01-10 04:12:22,,,,,,,,,6288,74333,,HTTPS
flipkart.com,2609,,482,,,1133596691979,TCP,,,,False,,,,,,,,2023-02-02 17:18:26,,,,,,,,,,,,,,,1,204.151.162.238,,78393,,
zoom.us,1735,,4840,,,,,,,,False,False,,,,,,,,,,,8.76.95.192,,25342,,,,,7357576511183,,6411,,,,,,,HTTPS
,22/12/2023 12:39:56,434,,9679424243981,,,,,,,False,False,amazon.in,,,,,,,,,,,,,,,36297,,,,,,,81.237.59.205,1866,33834,,TCP
,1697826671,501,,,,,,,,,False,True,amazon.in,,,,,2624630211128,,,,,80.162.27.180,1497,,,,,,,,,52873,,,,,,
,,532,947,1520388257248,,,,,,,False,True,,HTTP,,,,,,,,snapchat.com,,,,,1683353067,37339,,,,,57378,,,,,,
,,,,,,,HTTP,4093,netflix.com,,False,,,,193.74.64.117,,True,6131960429972,1701680072,,6935,,,,34313,,,,,,301,,,,,,,,
zoom.us,08/06/2023 09:21:41,,,6044418673233,,,,,,,False,,,,60.50.221.138,True,,,,,1704,,,,,2645,,,,,,,,,,,27953,TCP,
,,,,,,7613165980760,HTTP,,,,False,False,,,,,,,2023-01-28T04:03:31.000Z,,,twitter.com,,3911,,3432,,63368,29225,,,,,,4.140.54.165,,,,
,,1469,358,5466975502450,,,,,,,False,,,,,,True,,,234.59.167.203,,,,,86150,,03/01/2023 20:31:00,,,,,45648,,,,,,,TCP
,2023-08-07 23:08:09,,,2354151735221,,,,,,,False,,youtube.com,,221.137.18.195,,,,,,,,,893,,,,31980,,,2183,,,True,,,26405,,
fileshare.cc,09/13/2023 04:59:17,1070,4585,,,9548660705686,,,,,False,,,TCP,182.109.176.219,,False,,,,,,,,,,,,,,,11460,,,,,65127,,
,,557,5416,,1698808255,,,,facebook.com,3304,False,,,,167.233.33.147,,,,,,,,,,,,,,84026,8726795141294,,,,True,,,,,HTTP
amazon.in,,,,,2023-04-24 18:57:12,3621879242130,,21013,,,False,,,TCP,,,True,,,,,,201.36.65.76,,24615,850,,,,,,,,,,491,,,
flipkart.com,,1801,,,,,,,,,False,,,HTTP,197.155.106.53,True,,9515020552205,,,,,,,,,05/08/2023 19:04:05,,,,,783,,,,3370,22220,,
,,,,,2023-05-19T21:47:35.000Z,,,,,,False,,,,,,,,,,2030,twitter.com,,,,,,,,6306618737921,3293,18240,27386,False,206.126.1.101,,,HTTPS,
,2023-06-14T23:39:58.000Z,,5285,,,,,,twitter.com,,False,,,,,,,7266006033780,,,,,,,,,,1798,17872,,3056,,,False,53.135.51.63,,,UDP,
,283,,,,1682019767,,TCP,,fileshare.cc,,False,,,,107.252.31.205,True,,5131531824723,,,,,,1538,,,,59338,77379,,,,,,,,,,
,,,6418,9543612980429,,,,,fileshare.cc,,False,,,,,False,,,20/10/2023 22:58:29,,,,,,35438,590,,,,,,60264,,,208.70.26.7,,,,
youtube.com,,,,,,4852117973384,,31241,,,False,,,,,False,,,2023-07-16T16:03:43.000Z,209.230.81.17,5266,,,,,960,,,,,,,,,,,70410,,
,01/29/2023 23:09:01,,,,,,DNS,,,,False,,youtube.com,,,,,5579786309473,,236.189.166.214,6458,,,,,199,,64681,41423,,,,,True,,,,,
,1683779021,,,,,,,,,,False,,,,,True,,,,,,instagram.com,,4137,50478,,,,,2269467397039,1044,,,,,,,,HTTP
,,438,,,,,,,youtube.com,5845,False,True,,,,,,6562560541829,2023-08-16 15:21:59,,6302,,136.20.240.169,,89304,,,,,,,,,,,,,,TCP
youtube.com,05/09/2023 14:06:01,,1642,9462264639470,,,TCP,30053,,,False,,,,,,False,,,,,,,,33299,1259,,,,,,,,,177.117.80.126,,,,
,1684557575,,337,,,,,,snapchat.com,,False,False,,HTTP,,,,,,,,,,,,,,,,3236100484613,2357,17443,,,41.234.166.47,,75302,,
zoom.us,,,,,,8355034174412,TCP,,,,False,False,,,,,,,1683818395,12.164.127.140,,,,,74937,1862,,22978,,,,,,,,2087,,,
,,1536,,,,4704886953490,,,,,False,,,,,,,,,,,snapchat.com,,7154,,,1677494962,,27870,,,29328,,False,238.7.181.215,,,,
,1095,,,,07/08/2023 10:16:15,7331149236509,UDP,25523,,,False,,snapchat.com,,,False,,,,,,,,9014,44133,,,,,,,,,,164.164.234.165,,,,
,2939,,4477,,,,DNS,,flipkart.com,,True,,,,,,,,18/12/2023 16:21:32,121.66.73.243,,,,,,,,,20665,1175150256508,,21430,,False,,,,,
snapchat.com,1049,,,,,7342343690995,,,,,False,,,,,,,,,,,,206.52.221.181,,,,1674506022,32489,37749,,,,,True,,8054,,,HTTPS
,3090,,5054,,,,,,,,False,True,flipkart.com,TCP,123.72.106.27,,,2299684754813,,,,,,,,,2023-06-28T15:32:59.000Z,,,,,,75968,,,,,,
snapchat.com,,,4321,,02/03/2023 23:28:43,,DNS,7011,,,False,,,,,,True,,,108.134.20.126,,,,,46832,,,,,3072807793376,2456,,,,,,,,
,,,,,,,,,,,False,,,,,,,,07/04/2023 20:18:08,221.146.81.153,5326,flipkart.com,,,,2253,,31067,,6106403364221,,,,False,,,31939,UDP,
,,,,,,8465331509509,,,,,False,,,,,,,,2023-08-16T22:28:42.000Z,,3951,netflix.com,216.156.125.238,,,,,,87305,,1997,62533,,False,,,,,HTTPS
snapchat.com,,,,,15/08/2023 13:48:48,1314797755633,,,,,True,,,,,True,,,,,,,159.195.160.93,832,,305,,18462,,,,,37452,,,,,,HTTP
,,,,2756311610529,,,,,zoom.us,,False,,,,82.15.40.107,,True,,1685466307,,,,,,51870,,,,,,467,59156,,,,8384,,,
,,1695,9047,,,1116965777687,,,,,False,,,,,,True,,,,,zoom.us,,,20727,,1680646586,,,,,,,,61.246.22.42,,,,HTTP
,134,,,4006704750616,,,,,,,False,True,facebook.com,,,,,,,,5563,,,,41406,,2023-11-29 11:23:57,,,,,54399,,,139.21.141.241,,,TCP,
instagram.com,3102,,,,,1873669960564,,,,,False,False,,HTTPS,,,,,,,,,82.241.179.4,9687,86900,,2023-06-17T09:20:42.000Z,11085,,,,,,,,,,,
,2023-07-08 20:15:20,,4313,,,,,,,,False,,,,,False,,1976601184859,,,,youtube.com,,,,,,11168,37980,,1336,,,,,,,DNS,
,1044,,9241,,,,TCP,,,62087,False,,amazon.in,,,,True,3181066596088,2023-04-27T15:57:22.000Z,,,,226.90.210.129,,,,,,,,,,15266,,,,,,
,,3263,,,,4972552200495,,,,30081,False,True,,,,,,,,,,amazon.in,27.24.160.128,237,,,1698948669,,59930,,,,,,,,,,
,44,,,8527467624330,2023-09-05 17:33:25,,,,,,False,False,amazon.in,,,,,,,34.47.81.90,9707,,,,14525,,,,,,,15241,,,,,,,TCP
,,,,,,,HTTPS,10825,,,False,,snapchat.com,,,,True,,1685186790,,,,137.14.46.90,,,,,,,5710756245058,250,,1918,,,6808,,,
youtube.com,,,8885,6931036638421,2023-11-13T12:48:23.000Z,,,,,,False,,,DNS,,,True,,,,,,,,,3299,,27090,,,,,,,101.224.193.39,,97817,,
fileshare.cc,1178,,,,,1347521729046,,,,,False,,,UDP,,False,,,07/18/2023 22:22:16,,926,,,,,,,,83861,,,53558,,,144.237.104.254,,,,
,,209,,,,,HTTPS,,,,False,,,,,False,,,,175.125.240.190,5169,snapchat.com,,,31805,,01/20/2023 13:58:27,349,,9734368827369,,,,,,,,,
,,1986,6281,,2023-03-02T22:41:21.000Z,,DNS,33289,,,False,,instagram.com,,,,True,,,85.152.246.107,,,,,,,,,,1879588148050,,,21585,,,,,,
,494,,,,,,DNS,8001,youtube.com,,False,,,,113.242.176.6,True,,,,,4388,,,,,,1679456547,,,6794720614360,,,3222,,,,,,
,,,,3709143766963,2023-08-31T14:49:28.000Z,,,54878,netflix.com,,False,,,,,,,,,,2929,,,,79011,,,,,,618,,,True,98.135.229.115,,,,TCP
amazon.in,,,,,,7848025796015,,,,20070,False,,,HTTP,,True,,,,248.218.179.99,,,,,,2442,24/10/2023 10:27:19,,55153,,,,,,,4596,,,
,2023-03-07 07:13:34,,,1815011511114,,,,,,34417,False,,facebook.com,,212.107.123.113,,,,,,,,,2388,,2335,,,,,,,,True,,,80040,UDP,
,,,8625,,,,,,,,True,,flipkart.com,,,,,1753288723415,03/24/2023 16:53:51,,,,156.214.218.103,,19308,238,,1897,,,,,,True,,,,,HTTPS
,,,,,24/08/2023 19:12:07,,,,,,False,,twitter.com,,,True,,8100388917726,,,,,,8588,,,,50793,,,2066,,,,,,20932,,HTTPS
,2023-02-21T22:15:04.000Z,,,,,,,,,4083,True,,flipkart.com,,,,,,,,,,,5674,,,,,,6023528164641,18,,,False,,,33889,HTTP,
,,,,,,,,41941,fileshare.cc,,False,,,,,True,,,2023-04-21T02:33:27.000Z,,,,109.212.152.28,,95010,2801,,,,2757426735430,,,,,,408,,DNS,
,,,,,2023-10-04 23:10:40,,,,,,False,,,,113.102.39.145,,False,,,,4435,zoom.us,,,,,,63772,,9561244352762,1589,,78953,,,,,HTTPS,
facebook.com,,,,,2023-01-08T16:02:21.000Z,,,29428,,,False,,,,,False,,,,,,,,7969,,2458,,,,6435400843713,,,,,103.129.6.58,,41508,HTTPS,
,,,,,,,,,flipkart.com,,False,,,,,True,,9151822054151,1679613930,12.221.12.50,,,,,,1796,,50694,,,,,,,,3833,87948,UDP,
amazon.in,,,,,,2528935155815,,60690,,,False,False,,,,,,,01/31/2023 08:15:08,69.26.159.102,,,,,82178,2375,,,,,,,,,,2396,,HTTP,
,,,,,1698877343,1824661014773,,,amazon.in,61309,False,,,,,False,,,,,4413,,171.165.158.173,,,,,,,,1944,,17087,,,,,TCP,
amazon.in,07/30/2023 14:26:54,3334,3506,2916233356920,,,,44483,,,True,,,,28.23.229.30,,,,,,,,,,33142,,,,,,,,,False,,,,TCP,
,3594,,,,,,,975,,,False,,flipkart.com,HTTP,,,False,,06/13/2023 07:00:26,,9011,,173.134.40.41,,65353,,,,,2070976432595,,,,,,,,,
,29/04/2023 00:44:43,1267,,5818701721072,,,,18827,,,False,,,UDP,,False,,,,127.234.142.150,,netflix.com,,,,,,,,,,,65400,,,7490,,,
,,271,,,,8211293780637,,40214,,,False,,,,,False,,,2023-08-19 22:51:29,,,,147.226.149.149,,,,,,16875,,,,,,,4264,,DNS,
,2106,,,5594512829569,,,,,amazon.in,17383,False,,,,,,True,,04/28/2023 09:37:48,,,,,6799,,,,,,,,,28381,,30.75.114.146,,,,HTTPS
,2023-02-07 23:11:55,,,,,,DNS,17209,,,False,,youtube.com,,,,,,,79.77.48.40,,,,,,891,,,,3875579591275,,,7643,True,,7476,,,
,,,,,,8516751121947,,,,,False,,fileshare.cc,,,,,,21/06/2023 16:29:36,,,,,,,2119,,,85438,,,33648,,False,,5397,,UDP,
,2024,,,,,,,,youtube.com,29251,False,,,DNS,,,,1316129756656,,186.160.84.246,,,,5926,,,,,,,,,,True,,,96292,,
,,,,7345296463954,,,,27798,youtube.com,,True,False,,,,,,,19/11/2023 01:50:30,,,,206.10.22.87,8559,,,,,,,1462,,99013,,,,,DNS,
netflix.com,16/07/2023 21:46:31,,7804,,,,,,,,False,,,UDP,,,,,,,,,,,,,,52000,11655,9726888741133,2112,,,False,120.85.254.146,,,,
,,2936,8089,,,5709898535334,,36233,,,False,,,,,,False,,2023-02-28T21:36:59.000Z,,,amazon.in,81.196.90.134,,,,,,87151,,,,,,,,,DNS,
,,317,,,,,HTTPS,54308,,,False,,amazon.in,,,True,,1540265256967,,,6603,,,,,,2023-04-09T03:15:50.000Z,,,,,,89964,,5.244.181.53,,,,
,,1233,,,,,HTTPS,,instagram.com,47522,False,,,,,,True,7659147513895,1703223258,,,,,971,,,,,56793,,,,,,165.202.185.234,,,,
,,,,,,,,,,,False,,,HTTP,,True,,,02/20/2023 13:39:39,230.236.112.6,8663,zoom.us,,,54779,,,50858,,8356694065615,2448,,,,,,,,
,1682245015,,,1960371440595,,,HTTPS,,,55041,False,True,,,,,,,,,,fileshare.cc,16.137.60.61,1712,,1765,,,,,,,37377,,,,,,
,2023-08-20T20:30:17.000Z,1765,7333,,,9253690834992,,,,,False,,twitter.com,HTTPS,,,True,,,,,,,,65837,,,,,,,26429,,,40.131.110.233,,,,
,3082,,5065,,,7765501551382,,,youtube.com,,False,,,,,,,,,,,,,,,,2023-08-20 05:30:42,10446,,,,,84231,True,,,,,UDP
,2434,,,,,,HTTP,,instagram.com,,False,True,,,187.38.123.195,,,3075425742771,,,,,,7091,,,2023-12-01 22:15:18,,,,,,,,,,36896,,
fileshare.cc,,,7823,,,,,,,,True,False,,,,,,1369600606866,,212.37.149.157,,,,,,,1700138605,,,,1593,28109,,,,,89772,HTTPS,
,,,,6672372888559,,,,,facebook.com,,False,True,,,,,,,,9.118.30.101,9668,,,,57053,,26/12/2023 17:37:40,,,,379,4228,,,,,,,DNS
,11/03/2023 14:41:29,1341,,,,1176449068356,,31872,,,False,,,HTTPS,,False,,,,160.68.74.226,2720,zoom.us,,,,,,,,,,,22594,,,,,,
,,,,,,,TCP,,,13421,False,False,,,93.188.127.80,,,7523907661925,2023-02-22T07:40:19.000Z,,3978,twitter.com,,,,,,,41902,,884,,,,,,,,
zoom.us,1696877050,182,,,,,HTTP,,,,False,False,,,,,,,,96.9.6.215,5004,,,,22382,,,,,3918160446451,,56144,,,,,,,
,,2722,,,,7355004527913,,,,,False,True,,UDP,,,,,17/09/2023 16:51:30,16.188.180.68,,,,6707,,,,8906,,,,,48935,,,,,,
flipkart.com,,,,,,9961641763927,,,,56475,False,True,,,,,,,,253.225.241.4,,,,9567,,755,23/12/2023 15:20:37,,9873,,,,,,,,,,HTTP
,2815,,,,2023-03-28 05:34:39,,,,twitter.com,,False,,,,169.105.143.208,False,,3720361200255,,,2009,,,,,,,44343,7465,,,,,,,,,UDP,
,1686014119,1365,,,,,,,,,False,False,,HTTP,,,,1259320300473,,,,twitter.com,,,,,,12495,,,,,41425,,127.54.29.125,6812,,,
,,,2857,,,,HTTPS,,,50455,False,,,,,False,,4069804476208,2023-04-15 14:34:22,,,zoom.us,106.15.170.146,,93589,,,,,,463,,,,,,,,
,,654,5855,7613267630567,,,,,,,False,True,,,,,,,,143.16.33.241,,youtube.com,,,57781,,20/09/2023 09:31:05,,,,,10888,,,,,,,UDP
,,,,3473337073409,,,,,,,False,,,,,,,,2023-09-10T11:27:30.000Z,,7440,twitter.com,,,,,,,,,1410,,,2,,,51946,HTTP,
,,338,,1316334403604,,,HTTPS,60024,,,False,,fileshare.cc,,218.46.159.2,,,,,,,,,3880,,,1675822823,,,,,,,False,,,4709,,
,146,,,,,,,,,,False,,,TCP,,,,1478297951133,,,,amazon.in,,,,,,37762,,,,,,True,250.34.18.159,5960,95590,,
amazon.in,,,,,1697650206,6945100329610,,,,,False,,,,,True,,,,,,,,1667,,,,,66118,,822,64246,,,61.25.113.196,,,,HTTP
,,,,,,3133088573487,HTTP,59246,,,False,,fileshare.cc,,,,,,05/18/2023 14:14:52,,4768,,201.9.115.130,,97382,,,,,,2767,,,True,,,,,
,1150,,6423,,,,,,,59219,False,False,,,,,,,1698791692,,,,,,,,,,,1278073918612,,,86763,,249.175.61.82,,,HTTP,
,,,,,04/27/2023 13:57:40,,,,,9350,False,,zoom.us,HTTPS,97.151.45.129,False,,1527807527607,,,4850,,,,8454,,,,,,2385,,,,,,,,
,,,,3376209024566,,,,61631,,,False,True,,,,,,,2023-08-18T05:03:38.000Z,,,facebook.com,162.47.19.12,,,2137,,,57937,,,,,,,7065,,,HTTP
,395,,,,,2411577161540,,,,,False,,flipkart.com,HTTP,,,False,,,,,,,,,,2023-04-07 09:16:11,,46015,,,4540,,,255.95.14.177,7368,,,
facebook.com,,196,,,,,HTTPS,,,36373,False,False,,,,,,,1678480983,,,,185.209.245.192,5793,,,,,89204,2919645181685,,,,,,,,,
,,,,,03/05/2023 19:14:59,,DNS,,,,False,,,,37.5.126.95,,True,5411391268408,,,,instagram.com,,,,,,44079,16025,,1382,,,,,1940,,,
flipkart.com,1677147061,2371,9871,1327660946875,,,,,,,False,,,,,False,,,,,,,,,,,,,,,,,,,152.72.33.62,,63584,HTTPS,
,,,,,,6586179359400,,,amazon.in,,False,,,,154.236.83.193,,,,,,,,,,,1084,1688981552,26801,24999,,,,,True,,8022,,HTTPS,
,,2570,,,23/07/2023 18:52:22,8889394429526,HTTP,49057,netflix.com,,False,,,,,False,,,,,1702,,,,,,,,,,,,,,200.227.196.43,,984,,
flipkart.com,02/08/2023 06:51:39,,,,,6051709516500,HTTP,,,,False,,,,,,True,,,,,,207.223.73.211,,,,,,,,699,7121,70615,,,3368,,,
,27/07/2023 14:39:06,,1714,,,,,,,,False,,flipkart.com,DNS,,,True,4099215988694,,5.7.137.114,,,,,56844,,,2972,,,1942,,,,,,,,
twitter.com,,1850,,4609779517095,,,,12790,,,True,,,,,True,,,,196.222.103.40,,,,,26410,,2023-05-15 13:44:44,,,,,,,,,2495,,DNS,
,3199,,,4253784034162,,,,,amazon.in,58200,False,,,,,,True,,2023-09-02T07:11:38.000Z,,,,,9156,45276,,,,,,,,,,25.104.119.243,,,HTTPS,
,,,,9857272044046,,,,,,,False,,,,4.79.252.158,,,,1686258525,,,twitter.com,,8346,,,,942,,,2809,,44378,True,,,,HTTPS,
,,,,,,,,63341,,,False,False,instagram.com,TCP,82.125.215.76,,,,2023-05-21T15:29:57.000Z,,,,,,,,,,,2694437151229,2591,,,,,8393,89023,,
,2302,,,,,,,,,64522,False,,twitter.com,,,False,,,,,,,1.130.150.224,6888,71902,,22/05/2023 02:49:12,,,2490332059696,,,,,,,,,
,,,,,,6839809412748,,,,,False,True,amazon.in,,221.25.218.184,,,,,,,,,6812,,1029,24/11/2023 02:24:45,,,,,19122,92856,,,,,HTTPS,
,,,,,,5864520264503,,,amazon.in,,False,1,,,,,,,,250.98.225.149,,,,6192,17118,2538,23/06/2023 18:23:24,,,,,57422,,,,,,,UDP
zoom.us,2011,,2578,,,1058941057739,,,,,False,,,TCP,,False,,,,,,,,,71958,,1682850430,33288,,,,,,,151.149.1.114,,,,
,,1945,6203,,,6349907822782,,,,,False,,instagram.com,HTTP,,,,,,,,,,,,,1673915619,26447,,,,,,True,47.183.21.33,,19469,,
,,674,,,1672774359,,,28869,,,False,,,,,True,,8119218580104,,105.34.175.99,6146,amazon.in,,,,,,,,,,,60699,,,,,TCP,
